MONTH,AIRLINE,ORIGIN_AIRPORT,total_voos,total_atrasados,soma_delay
6,EV,CMH,248,79,4798.0
6,EV,COS,38,6,295.0
6,EV,CRP,219,36,1525.0
6,EV,CRW,182,53,3772.0
6,EV,CSG,76,7,143.0
6,EV,CVG,326,94,6569.0
6,EV,CWA,53,11,613.0
6,EV,DAL,8,3,107.0
6,EV,DAY,163,48,4284.0
6,EV,DCA,234,52,3029.0
6,EV,DEN,412,112,7050.0
6,EV,DFW,2471,808,59910.0
6,EV,DHN,111,17,1292.0
6,EV,DIK,7,0,-48.0
6,EV,DRO,8,2,90.0
6,EV,DSM,103,40,3748.0
6,EV,DTW,1920,393,23289.0
6,EV,ECP,74,13,1383.0
6,EV,ELM,185,36,2228.0
6,EV,ELP,144,16,1222.0
6,EV,ERI,55,7,570.0
6,EV,EVV,212,47,3998.0
6,EV,EWN,47,6,391.0
6,EV,EWR,2811,819,51561.0
6,EV,EYW,30,8,1161.0
6,EV,FAR,141,34,1919.0
6,EV,FAY,90,14,1089.0
6,EV,FNT,80,15,943.0
6,EV,FSD,171,36,2642.0
6,EV,FSM,166,25,892.0
6,EV,FWA,13,1,174.0
6,EV,GCK,3,1,24.0
6,EV,GGG,3,1,10.0
6,EV,GJT,35,7,288.0
6,EV,GNV,189,41,2760.0
6,EV,GPT,243,54,3740.0
6,EV,GRB,150,22,982.0
6,EV,GRK,303,55,3114.0
6,EV,GRR,137,30,1282.0
6,EV,GSO,239,67,4705.0
6,EV,GSP,261,52,3144.0
6,EV,GTR,85,9,145.0
6,EV,GUC,4,0,-20.0
6,EV,HDN,5,0,-29.0
6,EV,HOB,55,6,757.0
6,EV,HOU,102,30,2271.0
6,EV,HPN,252,71,6390.0
6,EV,HRL,103,16,547.0
6,EV,HSV,220,48,3847.0
6,EV,IAD,144,26,1461.0
6,EV,IAH,5447,1092,63639.0
6,EV,ICT,179,51,3290.0
6,EV,ILM,160,27,1786.0
6,EV,IND,234,58,3967.0
6,EV,ISN,31,5,74.0
6,EV,JAN,381,71,4068.0
6,EV,JAX,127,33,1745.0
6,EV,LAN,84,17,1054.0
6,EV,LAW,51,14,963.0
6,EV,LBB,93,17,826.0
6,EV,LCH,114,20,1194.0
6,EV,LEX,409,74,5019.0
6,EV,LFT,352,66,3974.0
6,EV,LGA,779,219,16974.0
6,EV,LIT,281,66,5270.0
6,EV,LNK,123,24,2064.0
6,EV,LRD,112,22,1548.0
6,EV,MAF,156,34,2343.0
6,EV,MBS,5,1,-3.0
6,EV,MCI,346,74,3837.0
6,EV,MCO,3,2,281.0
6,EV,MDT,66,12,552.0
6,EV,MDW,114,24,1898.0
6,EV,MEI,82,24,1374.0
6,EV,MEM,286,95,6276.0
6,EV,MFE,87,11,337.0
6,EV,MGM,224,50,2884.0
6,EV,MHT,159,32,2698.0
6,EV,MKE,253,52,2891.0
6,EV,MLB,20,9,560.0
6,EV,MLI,102,24,1584.0
6,EV,MLU,279,53,3997.0
6,EV,MOB,327,52,3110.0
6,EV,MOT,2,0,-5.0
6,EV,MSN,225,53,3629.0
6,EV,MSP,609,161,10890.0
6,EV,MSY,47,10,1017.0
6,EV,MTJ,6,1,21.0
6,EV,MYR,62,11,576.0
6,EV,OAJ,102,18,1010.0
6,EV,OKC,125,42,4268.0
6,EV,OMA,191,50,3870.0
6,EV,ORD,3695,950,58705.0
6,EV,ORF,144,35,2114.0
6,EV,PBI,21,8,660.0
6,EV,PHF,104,21,1456.0
6,EV,PHL,8,2,32.0
6,EV,PHX,1,0,6.0
6,EV,PIA,173,49,4207.0
6,EV,PIB,52,11,609.0
6,EV,PIT,82,19,822.0
6,EV,PNS,173,38,1562.0
6,EV,PVD,58,19,1438.0
6,EV,PWM,169,42,2860.0
6,EV,RAP,81,11,331.0
6,EV,RDU,222,54,4916.0
6,EV,RIC,498,132,7759.0
6,EV,ROA,191,48,2788.0
6,EV,ROC,103,23,708.0
6,EV,RST,59,12,842.0
6,EV,RSW,16,4,143.0
6,EV,SAF,63,13,979.0
6,EV,SAT,67,18,2532.0
6,EV,SAV,263,76,6499.0
6,EV,SBN,58,12,579.0
6,EV,SCE,84,19,1678.0
6,EV,SDF,213,49,3393.0
6,EV,SGF,167,43,3522.0
6,EV,SHV,522,120,8835.0
6,EV,SLC,4,2,126.0
6,EV,SPI,52,5,477.0
6,EV,SPS,10,1,-31.0
6,EV,STL,284,96,7438.0
6,EV,SWF,1,0,-6.0
6,EV,SYR,65,10,699.0
6,EV,TLH,150,45,3991.0
6,EV,TRI,163,27,1566.0
6,EV,TUL,243,50,3326.0
6,EV,TUS,28,1,-46.0
6,EV,TVC,82,14,782.0
6,EV,TXK,51,4,79.0
6,EV,TYR,202,48,3010.0
6,EV,TYS,488,120,7257.0
6,EV,VLD,86,16,874.0
6,EV,VPS,306,91,6961.0
6,EV,XNA,236,70,4851.0
6,F9,ATL,528,184,14283.0
6,F9,AUS,148,46,2560.0
6,F9,BIS,13,3,211.0
6,F9,BNA,30,7,353.0
6,F9,BZN,17,2,-114.0
6,F9,CID,13,1,0.0
6,F9,CLE,290,65,5281.0
6,F9,CLT,59,16,1195.0
6,F9,CVG,239,90,7492.0
6,F9,DCA,88,9,597.0
6,F9,DEN,1932,413,22556.0
6,F9,DFW,112,39,2670.0
6,F9,DSM,17,3,188.0
6,F9,DTW,77,15,781.0
6,F9,FLL,46,12,928.0
6,F9,FSD,13,3,225.0
6,F9,GSO,17,2,67.0
6,F9,IAD,208,54,3230.0
6,F9,IAH,140,53,4440.0
6,F9,IND,72,11,1291.0
6,F9,LAS,426,152,11046.0
6,F9,LAX,141,33,1798.0
6,F9,LGA,88,28,2910.0
6,F9,MCI,30,5,1464.0
6,F9,MCO,373,119,8949.0
6,F9,MEM,43,10,495.0
6,F9,MIA,179,50,4253.0
6,F9,MKE,30,5,130.0
6,F9,MSN,17,2,-35.0
6,F9,MSO,13,3,239.0
6,F9,MSP,195,58,4847.0
6,F9,MSY,58,23,1896.0
6,F9,OMA,17,5,127.0
6,F9,ORD,479,219,15409.0
6,F9,PDX,89,11,1503.0
6,F9,PHL,267,88,6939.0
6,F9,PHX,147,36,2114.0
6,F9,RDU,108,32,2510.0
6,F9,RSW,88,26,1578.0
6,F9,SAN,84,18,584.0
6,F9,SEA,88,25,1256.0
6,F9,SFO,180,33,1437.0
6,F9,SLC,115,28,2018.0
6,F9,SNA,60,11,75.0
6,F9,STL,59,6,604.0
6,F9,TPA,118,32,2912.0
6,F9,TTN,265,45,3939.0
6,F9,TYS,13,4,90.0
6,F9,UST,10,2,28.0
6,HA,HNL,2839,116,-5141.0
6,HA,ITO,513,15,-1831.0
6,HA,JFK,30,1,-108.0
6,HA,KOA,766,22,-2632.0
6,HA,LAS,72,5,963.0
6,HA,LAX,167,7,-215.0
6,HA,LIH,711,27,-1758.0
6,HA,OAK,88,7,122.0
6,HA,OGG,1170,81,567.0
6,HA,PDX,30,1,-57.0
6,HA,PHX,30,0,-116.0
6,HA,PPG,11,1,-40.0
6,HA,SAN,30,3,35.0
6,HA,SEA,60,2,735.0
6,HA,SFO,60,3,991.0
6,HA,SJC,60,4,361.0
6,HA,SMF,30,0,10.0
6,MQ,ABI,206,29,2165.0
6,MQ,ABQ,5,0,-14.0
6,MQ,ACT,6,1,-9.0
6,MQ,AEX,86,16,1191.0
6,MQ,ALO,53,7,177.0
6,MQ,AMA,139,36,1446.0
6,MQ,ASE,54,20,1443.0
6,MQ,ATL,152,42,2884.0
6,MQ,AZO,111,16,457.0
6,MQ,BDL,49,18,1106.0
6,MQ,BHM,83,15,2185.0
6,MQ,BIS,58,12,1448.0
6,MQ,BMI,140,20,674.0
6,MQ,BNA,376,95,6334.0
6,MQ,BPT,60,15,424.0
6,MQ,BRO,3,0,-9.0
6,MQ,BTR,26,6,167.0
6,MQ,BUF,129,24,1347.0
6,MQ,BWI,103,24,2522.0
6,MQ,CHA,38,10,442.0
6,MQ,CHO,1,0,-4.0
6,MQ,CID,250,48,2608.0
6,MQ,CLE,191,35,1695.0
6,MQ,CLL,143,18,970.0
6,MQ,CMH,398,99,6630.0
6,MQ,CMI,169,24,999.0
6,MQ,COU,110,33,3020.0
6,MQ,CRP,39,10,257.0
6,MQ,CVG,444,71,3378.0
6,MQ,CWA,54,4,205.0
6,MQ,DAY,116,22,1346.0
6,MQ,DBQ,81,10,376.0
6,MQ,DCA,25,7,452.0
6,MQ,DFW,4719,1311,69326.0
6,MQ,DRO,89,18,1786.0
6,MQ,DSM,159,35,2126.0
6,MQ,DTW,159,43,2498.0
6,MQ,ELP,58,11,950.0
6,MQ,EVV,137,29,1820.0
6,MQ,EWR,42,17,967.0
6,MQ,EYW,27,8,526.0
6,MQ,FAR,110,15,943.0
6,MQ,FNT,83,14,459.0
6,MQ,FSD,79,16,953.0
6,MQ,FSM,3,0,-26.0
6,MQ,FWA,166,31,1957.0
6,MQ,GCK,56,6,127.0
6,MQ,GGG,56,12,649.0
6,MQ,GJT,86,15,1381.0
6,MQ,GNV,44,11,553.0
6,MQ,GPT,10,4,258.0
6,MQ,GRB,109,24,1295.0
6,MQ,GRI,55,7,236.0
6,MQ,GRK,62,12,976.0
6,MQ,GRR,248,37,2695.0
6,MQ,GSO,118,26,1313.0
6,MQ,GSP,58,9,212.0
6,MQ,HOU,121,18,1027.0
6,MQ,HPN,82,18,858.0
6,MQ,HSV,75,20,1172.0
6,MQ,ICT,84,41,2452.0
6,MQ,IND,152,25,703.0
6,MQ,JAN,86,21,933.0
6,MQ,JAX,74,21,1095.0
6,MQ,JFK,307,66,3762.0
6,MQ,JLN,59,10,557.0
6,MQ,LAW,63,11,872.0
6,MQ,LAX,25,6,521.0
6,MQ,LBB,14,6,198.0
6,MQ,LCH,58,14,448.0
6,MQ,LEX,84,16,1695.0
6,MQ,LFT,108,13,320.0
6,MQ,LGA,815,245,11667.0
6,MQ,LIT,255,78,5542.0
6,MQ,LRD,84,16,752.0
6,MQ,LSE,110,22,1637.0
6,MQ,MAF,35,10,789.0
6,MQ,MDT,77,22,1370.0
6,MQ,MEM,111,22,565.0
6,MQ,MGM,60,15,782.0
6,MQ,MHK,140,19,863.0
6,MQ,MIA,446,93,4710.0
6,MQ,MLI,161,31,1643.0
6,MQ,MOB,87,24,1025.0
6,MQ,MQT,24,4,125.0
6,MQ,MSN,242,47,1786.0
6,MQ,MSP,2,2,61.0
6,MQ,MSY,24,5,213.0
6,MQ,MTJ,21,4,41.0
6,MQ,OKC,268,83,6162.0
6,MQ,OMA,84,15,1609.0
6,MQ,ORD,5760,1495,76788.0
6,MQ,ORF,41,14,448.0
6,MQ,PIA,159,25,867.0
6,MQ,PIT,46,12,1083.0
6,MQ,PNS,161,34,1651.0
6,MQ,RAP,86,19,657.0
6,MQ,RDU,258,70,3934.0
6,MQ,RIC,107,29,2063.0
6,MQ,ROC,114,19,681.0
6,MQ,ROW,88,12,596.0
6,MQ,RST,115,11,520.0
6,MQ,SAF,87,14,562.0
6,MQ,SAT,44,13,673.0
6,MQ,SAV,80,28,1745.0
6,MQ,SDF,31,6,298.0
6,MQ,SGF,338,49,2655.0
6,MQ,SJT,144,16,743.0
6,MQ,SPI,7,0,10.0
6,MQ,SPS,105,18,685.0
6,MQ,STL,98,41,2031.0
6,MQ,SUX,53,7,317.0
6,MQ,SYR,109,23,1607.0
6,MQ,TLH,34,2,-168.0
6,MQ,TOL,85,10,154.0
6,MQ,TUL,203,62,3300.0
6,MQ,TVC,115,16,809.0
6,MQ,TXK,36,4,18.0
6,MQ,TYR,13,0,-76.0
6,MQ,TYS,87,21,1576.0
6,MQ,VPS,6,0,-10.0
6,MQ,XNA,402,95,7346.0
6,NK,ACY,317,120,9879.0
6,NK,ATL,353,178,15534.0
6,NK,BOS,230,77,6915.0
6,NK,BQN,18,7,521.0
6,NK,BWI,267,119,9576.0
6,NK,CLE,231,95,7236.0
6,NK,CRW,13,2,33.0
6,NK,DEN,372,149,12841.0
6,NK,DFW,799,326,24494.0
6,NK,DTW,585,270,22065.0
6,NK,FLL,979,334,24525.0
6,NK,IAG,25,8,650.0
6,NK,IAH,481,290,25115.0
6,NK,LAS,801,388,30186.0
6,NK,LAX,370,198,19684.0
6,NK,LBE,132,46,2968.0
6,NK,LGA,299,112,7241.0
6,NK,MCI,117,43,2755.0
6,NK,MCO,366,157,12659.0
6,NK,MSP,270,149,10887.0
6,NK,MSY,136,72,7031.0
6,NK,MYR,373,123,8613.0
6,NK,OAK,143,51,4121.0
6,NK,ORD,927,585,48038.0
6,NK,PBG,21,7,434.0
6,NK,PDX,82,38,2683.0
6,NK,PHL,122,65,5467.0
6,NK,PHX,58,18,1169.0
6,NK,RSW,54,28,1973.0
6,NK,SAN,176,42,3335.0
6,NK,SJU,59,26,1731.0
6,NK,STT,30,6,143.0
6,NK,TPA,141,66,6971.0
6,OO,ABE,1,0,-1.0
6,OO,ABQ,399,43,1242.0
6,OO,ABR,60,7,467.0
6,OO,ACV,106,16,975.0
6,OO,AMA,66,8,137.0
6,OO,APN,51,7,418.0
6,OO,ASE,169,32,1681.0
6,OO,ATL,295,64,6038.0
6,OO,ATW,88,17,1452.0
6,OO,AUS,251,37,2376.0
6,OO,AVL,87,17,1460.0
6,OO,AZO,38,11,433.0
6,OO,BDL,94,21,2159.0
6,OO,BFL,260,53,2304.0
6,OO,BHM,101,24,1684.0
6,OO,BIL,99,5,-61.0
6,OO,BIS,244,37,2148.0
6,OO,BJI,60,4,86.0
6,OO,BMI,17,1,74.0
6,OO,BNA,271,38,3710.0
6,OO,BOI,552,84,5723.0
6,OO,BOS,29,7,289.0
6,OO,BRD,52,3,-10.0
6,OO,BTM,60,3,-378.0
6,OO,BUF,30,11,308.0
6,OO,BUR,360,47,1613.0
6,OO,BZN,158,22,383.0
6,OO,CAE,3,0,-16.0
6,OO,CDC,52,3,22.0
6,OO,CHO,87,29,2570.0
6,OO,CHS,37,16,1303.0
6,OO,CID,200,50,3711.0
6,OO,CIU,23,3,66.0
6,OO,CLE,19,3,72.0
6,OO,CLT,52,26,1940.0
6,OO,CMH,70,19,1361.0
6,OO,CMX,55,4,1.0
6,OO,COD,89,17,863.0
6,OO,COS,485,104,7379.0
6,OO,CPR,164,24,970.0
6,OO,CVG,356,91,6651.0
6,OO,CWA,4,0,30.0
6,OO,DAY,153,29,1766.0
6,OO,DCA,101,28,2670.0
6,OO,DEN,4169,944,51656.0
6,OO,DFW,403,102,6138.0
6,OO,DIK,58,4,-184.0
6,OO,DLH,133,25,1804.0
6,OO,DRO,107,11,357.0
6,OO,DSM,154,26,1752.0
6,OO,DTW,875,157,8478.0
6,OO,DVL,47,6,235.0
6,OO,EAU,54,11,1073.0
6,OO,EKO,54,1,-446.0
6,OO,ELP,150,21,890.0
6,OO,ESC,50,6,1024.0
6,OO,EUG,344,41,1635.0
6,OO,EVV,3,0,-11.0
6,OO,FAR,235,42,2139.0
6,OO,FAT,566,97,4833.0
6,OO,FCA,141,15,56.0
6,OO,FLG,169,23,2283.0
6,OO,FNT,68,8,415.0
6,OO,FSD,230,44,2587.0
6,OO,FWA,304,47,3553.0
6,OO,GCC,86,8,383.0
6,OO,GEG,215,24,982.0
6,OO,GFK,80,9,24.0
6,OO,GJT,221,21,266.0
6,OO,GRB,105,20,1498.0
6,OO,GRR,55,10,350.0
6,OO,GTF,204,12,567.0
6,OO,GUC,13,6,473.0
6,OO,HIB,74,9,826.0
6,OO,HLN,138,11,577.0
6,OO,HYS,52,10,352.0
6,OO,IAD,49,6,222.0
6,OO,IAH,1440,449,28237.0
6,OO,ICT,259,59,3695.0
6,OO,IDA,226,22,403.0
6,OO,IMT,56,5,-59.0
6,OO,IND,48,20,1588.0
6,OO,INL,51,7,730.0
6,OO,ISN,208,21,752.0
6,OO,JAC,46,3,-214.0
6,OO,JAX,29,23,1307.0
6,OO,JMS,73,9,-46.0
6,OO,KTN,30,6,343.0
6,OO,LAN,67,6,140.0
6,OO,LAR,48,4,165.0
6,OO,LAS,171,24,1422.0
6,OO,LAX,3292,700,36438.0
6,OO,LBB,49,7,776.0
6,OO,LEX,34,8,308.0
6,OO,LGA,8,1,95.0
6,OO,LGB,112,11,202.0
6,OO,LIT,97,20,1230.0
6,OO,LNK,75,8,231.0
6,OO,LSE,42,5,57.0
6,OO,LWS,56,1,-282.0
6,OO,MAF,139,28,2304.0
6,OO,MBS,146,26,2023.0
6,OO,MCI,144,41,2455.0
6,OO,MDT,7,2,123.0
6,OO,MDW,41,5,523.0
6,OO,MEM,77,15,1161.0
6,OO,MFE,78,21,1111.0
6,OO,MFR,209,26,869.0
6,OO,MIA,5,1,12.0
6,OO,MKE,613,125,7374.0
6,OO,MKG,55,14,783.0
6,OO,MLI,57,12,562.0
6,OO,MOT,176,22,985.0
6,OO,MRY,239,38,2244.0
6,OO,MSN,145,19,518.0
6,OO,MSO,134,15,155.0
6,OO,MSP,2581,375,18600.0
6,OO,MSY,58,10,503.0
6,OO,MTJ,56,6,192.0
6,OO,OAK,221,30,1713.0
6,OO,OKC,244,41,3300.0
6,OO,OMA,158,29,1713.0
6,OO,ONT,490,81,4204.0
6,OO,ORD,3636,1059,70146.0
6,OO,ORF,75,30,2192.0
6,OO,OTH,32,4,-22.0
6,OO,PAH,55,7,473.0
6,OO,PDX,433,54,2741.0
6,OO,PHX,1864,317,16995.0
6,OO,PIA,32,7,533.0
6,OO,PIH,56,0,-544.0
6,OO,PIT,25,6,467.0
6,OO,PLN,87,8,533.0
6,OO,PSC,171,28,397.0
6,OO,PSP,324,56,3503.0
6,OO,PUB,6,1,35.0
6,OO,PVD,5,1,15.0
6,OO,RAP,211,39,2058.0
6,OO,RDD,58,18,692.0
6,OO,RDM,223,36,1087.0
6,OO,RDU,4,4,179.0
6,OO,RHI,86,9,300.0
6,OO,RKS,55,11,429.0
6,OO,RNO,313,70,3862.0
6,OO,RST,16,5,314.0
6,OO,RSW,9,2,157.0
6,OO,SAF,29,4,602.0
6,OO,SAN,565,105,5288.0
6,OO,SAT,382,70,3479.0
6,OO,SBA,580,85,2992.0
6,OO,SBN,340,64,5406.0
6,OO,SBP,236,31,1555.0
6,OO,SDF,42,7,159.0
6,OO,SEA,1147,170,6841.0
6,OO,SFO,2870,614,31847.0
6,OO,SGF,99,22,1601.0
6,OO,SGU,148,14,647.0
6,OO,SHV,25,5,392.0
6,OO,SIT,30,0,-151.0
6,OO,SJC,565,79,3609.0
6,OO,SLC,3980,455,13879.0
6,OO,SMF,508,96,4066.0
6,OO,SMX,58,3,-105.0
6,OO,SNA,240,40,1582.0
6,OO,SPI,85,19,1722.0
6,OO,STL,99,19,1482.0
6,OO,SUN,76,7,68.0
6,OO,SYR,3,0,8.0
6,OO,TUL,161,31,2069.0
6,OO,TUS,504,88,3451.0
6,OO,TVC,21,2,-104.0
6,OO,TWF,86,0,-508.0
6,OO,VPS,28,7,528.0
6,OO,WYS,51,4,321.0
6,OO,XNA,153,34,2526.0
6,OO,YUM,168,21,679.0
6,UA,ABQ,49,18,1445.0
6,UA,ALB,77,11,416.0
6,UA,ANC,165,82,6181.0
6,UA,ATL,372,146,10664.0
6,UA,AUS,404,98,8078.0
6,UA,BDL,71,30,2463.0
6,UA,BIL,60,8,244.0
6,UA,BNA,52,11,860.0
6,UA,BOI,51,14,1462.0
6,UA,BOS,1178,377,26255.0
6,UA,BQN,30,17,1002.0
6,UA,BUF,58,14,968.0
6,UA,BWI,321,116,8702.0
6,UA,BZN,55,16,801.0
6,UA,CLE,614,156,10800.0
6,UA,CMH,64,16,1184.0
6,UA,DCA,472,153,11455.0
6,UA,DEN,4434,1611,108558.0
6,UA,DFW,422,107,8904.0
6,UA,DSM,76,20,1940.0
6,UA,DTW,83,25,2299.0
6,UA,EGE,3,0,-5.0
6,UA,EWR,4038,1597,110842.0
6,UA,FAI,25,20,1985.0
6,UA,FLL,379,99,6444.0
6,UA,GEG,55,11,1249.0
6,UA,GRR,76,18,1862.0
6,UA,GUM,30,10,1386.0
6,UA,HNL,504,91,6760.0
6,UA,IAD,1869,657,47910.0
6,UA,IAH,5110,1999,146638.0
6,UA,ICT,55,23,1384.0
6,UA,IND,132,33,2111.0
6,UA,ITO,29,5,280.0
6,UA,JAC,125,36,2231.0
6,UA,JAX,4,1,30.0
6,UA,JFK,367,56,3760.0
6,UA,KOA,131,23,1182.0
6,UA,LAS,991,242,16494.0
6,UA,LAX,2719,874,56634.0
6,UA,LGA,729,204,19492.0
6,UA,LIH,90,14,287.0
6,UA,MCI,55,29,2754.0
6,UA,MCO,1045,394,31968.0
6,UA,MDT,51,16,1697.0
6,UA,MFE,42,12,1708.0
6,UA,MIA,204,57,4359.0
6,UA,MSN,44,15,827.0
6,UA,MSP,366,118,10308.0
6,UA,MSY,349,120,8021.0
6,UA,OGG,244,53,4081.0
6,UA,OKC,63,10,523.0
6,UA,OMA,117,41,2870.0
6,UA,ORD,5592,2386,180874.0
6,UA,PBI,142,45,2801.0
6,UA,PDX,560,122,7015.0
6,UA,PHL,364,109,8501.0
6,UA,PHX,392,95,6258.0
6,UA,PIT,235,60,2747.0
6,UA,PVD,21,6,256.0
6,UA,RDU,240,80,6000.0
6,UA,RIC,26,8,1695.0
6,UA,RNO,59,11,490.0
6,UA,ROC,4,0,30.0
6,UA,RSW,121,21,801.0
6,UA,SAN,763,197,11726.0
6,UA,SAT,257,55,4371.0
6,UA,SEA,973,322,20884.0
6,UA,SFO,4402,1406,91099.0
6,UA,SJC,138,26,1789.0
6,UA,SJU,163,73,5379.0
6,UA,SLC,62,25,1831.0
6,UA,SMF,231,55,3680.0
6,UA,SNA,470,123,9017.0
6,UA,SRQ,27,7,225.0
6,UA,STL,47,29,2878.0
6,UA,STT,23,8,394.0
6,UA,TPA,505,130,10118.0
6,UA,TUL,13,2,100.0
6,US,ABQ,26,4,126.0
6,US,ALB,58,5,277.0
6,US,ANC,29,6,140.0
6,US,ATL,518,79,4479.0
6,US,AUS,78,14,1084.0
6,US,BDL,156,17,439.0
6,US,BNA,135,16,772.0
6,US,BOI,82,14,638.0
6,US,BOS,1511,193,7186.0
6,US,BUF,112,13,247.0
6,US,BWI,317,54,3940.0
6,US,CLE,140,10,-79.0
6,US,CLT,7278,1534,85670.0
6,US,CMH,88,13,533.0
6,US,DCA,1626,246,12451.0
6,US,DEN,438,65,4708.0
6,US,DFW,549,92,4846.0
6,US,DTW,278,38,1303.0
6,US,EWR,352,52,2465.0
6,US,FLL,434,53,2909.0
6,US,GEG,58,2,-152.0
6,US,HNL,89,21,923.0
6,US,IAH,449,57,2827.0
6,US,IND,159,18,742.0
6,US,JAX,220,33,808.0
6,US,JFK,234,47,2476.0
6,US,KOA,30,0,-279.0
6,US,LAS,532,50,1088.0
6,US,LAX,714,91,4657.0
6,US,LGA,1036,144,6888.0
6,US,LIH,45,1,-130.0
6,US,MCI,222,27,995.0
6,US,MCO,771,120,6775.0
6,US,MEM,60,7,183.0
6,US,MIA,300,48,2249.0
6,US,MKE,59,4,19.0
6,US,MSP,360,56,1591.0
6,US,MSY,176,30,1709.0
6,US,OAK,60,8,279.0
6,US,OGG,56,10,251.0
6,US,OMA,55,2,-189.0
6,US,ONT,118,7,-12.0
6,US,ORD,572,122,6889.0
6,US,ORF,44,2,370.0
6,US,PBI,227,27,603.0
6,US,PDX,232,21,523.0
6,US,PHL,3539,725,45397.0
6,US,PHX,5102,866,41185.0
6,US,PIT,389,49,2015.0
6,US,PVD,84,11,428.0
6,US,PWM,29,4,103.0
6,US,RDU,270,45,2369.0
6,US,RIC,128,14,166.0
6,US,RNO,112,9,-198.0
6,US,ROC,4,0,-21.0
6,US,RSW,178,19,559.0
6,US,SAN,319,29,450.0
6,US,SAT,59,9,161.0
6,US,SEA,397,57,2726.0
6,US,SFO,502,54,1536.0
6,US,SJC,145,13,32.0
6,US,SJU,179,28,511.0
6,US,SLC,206,19,601.0
6,US,SMF,207,42,1976.0
6,US,SNA,149,8,-244.0
6,US,STL,191,35,1497.0
6,US,STT,54,13,522.0
6,US,STX,4,0,3.0
6,US,SYR,56,8,178.0
6,US,TPA,592,77,2957.0
6,VX,AUS,192,14,397.0
6,VX,BOS,176,35,1276.0
6,VX,DAL,518,115,7319.0
6,VX,DCA,112,18,1039.0
6,VX,EWR,180,28,2508.0
6,VX,FLL,60,9,245.0
6,VX,IAD,148,17,1254.0
6,VX,JFK,325,37,2416.0
6,VX,LAS,321,55,2952.0
6,VX,LAX,1076,162,9841.0
6,VX,LGA,106,29,2221.0
6,VX,MCO,30,3,208.0
6,VX,ORD,149,35,1279.0
6,VX,PDX,30,1,-103.0
6,VX,SAN,171,29,872.0
6,VX,SEA,193,35,1524.0
6,VX,SFO,1452,210,10297.0
6,WN,ABQ,1038,270,15820.0
6,WN,ALB,358,56,2810.0
6,WN,AMA,137,14,583.0
6,WN,ATL,3560,1122,73243.0
6,WN,AUS,1587,330,18557.0
6,WN,BDL,538,106,7079.0
6,WN,BHM,376,77,5440.0
6,WN,BNA,2644,723,42458.0
6,WN,BOI,287,53,3960.0
6,WN,BOS,977,246,14374.0
6,WN,BUF,530,99,5655.0
6,WN,BUR,1221,185,8652.0
6,WN,BWI,6067,2045,131188.0
6,WN,CAK,294,69,4030.0
6,WN,CHS,227,57,3387.0
6,WN,CLE,437,90,5038.0
6,WN,CLT,162,64,3864.0
6,WN,CMH,949,209,12293.0
6,WN,CRP,115,16,895.0
6,WN,DAL,4680,1448,89791.0
6,WN,DAY,143,26,1512.0
6,WN,DCA,1224,220,13856.0
6,WN,DEN,5301,1650,99013.0
6,WN,DSM,89,22,1270.0
6,WN,DTW,571,133,7768.0
6,WN,ECP,196,35,2096.0
6,WN,ELP,595,119,5731.0
6,WN,EWR,490,129,9760.0
6,WN,FLL,1578,359,21752.0
6,WN,FNT,122,18,719.0
6,WN,GEG,284,53,2499.0
6,WN,GRR,157,29,1907.0
6,WN,GSP,115,33,1939.0
6,WN,HOU,4420,1327,77672.0
6,WN,HRL,168,16,194.0
6,WN,IAD,202,43,3639.0
6,WN,ICT,139,30,2619.0
6,WN,IND,964,212,12278.0
6,WN,ISP,392,69,3472.0
6,WN,JAX,432,88,5496.0
6,WN,LAS,6400,2016,113291.0
6,WN,LAX,3460,1170,64885.0
6,WN,LBB,198,15,307.0
6,WN,LGA,926,315,24201.0
6,WN,LIT,202,45,2373.0
6,WN,MAF,296,63,3624.0
6,WN,MCI,2025,485,30509.0
6,WN,MCO,3636,963,65485.0
6,WN,MDW,7346,2492,145838.0
6,WN,MEM,285,87,5548.0
6,WN,MHT,391,62,3623.0
6,WN,MKE,1236,258,13718.0
6,WN,MSP,685,198,10537.0
6,WN,MSY,1630,350,17672.0
6,WN,OAK,3019,802,41014.0
6,WN,OKC,517,106,4859.0
6,WN,OMA,509,130,6302.0
6,WN,ONT,876,229,11923.0
6,WN,ORF,212,40,1582.0
6,WN,PBI,183,38,1751.0
6,WN,PDX,1090,260,12173.0
6,WN,PHL,693,177,15572.0
6,WN,PHX,4999,1713,99091.0
6,WN,PIT,843,146,8317.0
6,WN,PNS,93,26,1532.0
6,WN,PVD,551,114,6655.0
6,WN,PWM,108,21,1509.0
6,WN,RDU,896,207,11945.0
6,WN,RIC,119,24,917.0
6,WN,RNO,611,131,7152.0
6,WN,ROC,167,40,2360.0
6,WN,RSW,482,94,6296.0
6,WN,SAN,2896,813,42607.0
6,WN,SAT,1344,298,14853.0
6,WN,SDF,406,79,4692.0
6,WN,SEA,1296,314,17202.0
6,WN,SFO,1291,314,15942.0
6,WN,SJC,1962,485,24241.0
6,WN,SJU,322,35,1126.0
6,WN,SLC,794,192,11023.0
6,WN,SMF,1907,435,23498.0
6,WN,SNA,1485,286,11195.0
6,WN,STL,2608,769,47292.0
6,WN,TPA,2383,616,37490.0
