MONTH,AIRLINE,ORIGIN_AIRPORT,total_voos,total_atrasados,soma_delay
3,MQ,ATL,115,41,1974.0
3,MQ,AZO,114,10,108.0
3,MQ,BDL,25,3,134.0
3,MQ,BHM,86,24,1926.0
3,MQ,BIS,61,9,399.0
3,MQ,BMI,143,18,704.0
3,MQ,BNA,323,93,5380.0
3,MQ,BPT,30,10,882.0
3,MQ,BRO,28,10,773.0
3,MQ,BTR,70,17,758.0
3,MQ,BUF,57,13,685.0
3,MQ,BWI,55,22,1451.0
3,MQ,CAE,10,10,866.0
3,MQ,CHA,85,30,1401.0
3,MQ,CHO,26,8,584.0
3,MQ,CHS,120,24,872.0
3,MQ,CID,264,57,4079.0
3,MQ,CLE,151,35,1708.0
3,MQ,CLL,128,19,722.0
3,MQ,CMH,482,131,8009.0
3,MQ,CMI,180,37,2982.0
3,MQ,COU,113,23,2357.0
3,MQ,CRP,86,36,1665.0
3,MQ,CVG,440,94,4813.0
3,MQ,CWA,79,7,451.0
3,MQ,DAY,159,33,1912.0
3,MQ,DBQ,79,9,234.0
3,MQ,DCA,114,29,2093.0
3,MQ,DFW,5626,1501,70997.0
3,MQ,DRO,38,11,566.0
3,MQ,DSM,247,48,2120.0
3,MQ,DTW,262,55,3219.0
3,MQ,ELP,33,10,1176.0
3,MQ,EVV,153,30,1346.0
3,MQ,EYW,62,10,352.0
3,MQ,FAR,115,22,899.0
3,MQ,FNT,87,8,204.0
3,MQ,FSD,94,22,613.0
3,MQ,FSM,108,24,1081.0
3,MQ,FWA,164,27,2094.0
3,MQ,GCK,59,11,442.0
3,MQ,GGG,28,8,323.0
3,MQ,GJT,59,13,1331.0
3,MQ,GNV,57,11,371.0
3,MQ,GPT,85,17,590.0
3,MQ,GRB,117,12,320.0
3,MQ,GRI,57,3,23.0
3,MQ,GRK,170,27,508.0
3,MQ,GRR,256,58,3084.0
3,MQ,GSO,179,44,3565.0
3,MQ,GSP,58,11,299.0
3,MQ,HOU,44,13,694.0
3,MQ,HPN,99,12,429.0
3,MQ,HSV,51,11,816.0
3,MQ,ICT,12,3,106.0
3,MQ,IND,166,32,2026.0
3,MQ,JAN,187,59,3516.0
3,MQ,JFK,423,118,7449.0
3,MQ,JLN,56,11,670.0
3,MQ,LAW,56,13,358.0
3,MQ,LAX,29,4,449.0
3,MQ,LBB,33,7,591.0
3,MQ,LCH,58,6,-3.0
3,MQ,LEX,147,24,1483.0
3,MQ,LFT,111,22,1086.0
3,MQ,LGA,1192,358,20838.0
3,MQ,LIT,198,54,3721.0
3,MQ,LRD,111,24,1096.0
3,MQ,LSE,101,13,350.0
3,MQ,MAF,192,49,2243.0
3,MQ,MDT,81,13,1183.0
3,MQ,MEM,135,26,1162.0
3,MQ,MGM,86,18,1035.0
3,MQ,MHK,124,16,515.0
3,MQ,MIA,571,99,4241.0
3,MQ,MLI,138,20,766.0
3,MQ,MLU,3,1,73.0
3,MQ,MOB,60,20,962.0
3,MQ,MQT,27,2,-77.0
3,MQ,MSN,252,30,694.0
3,MQ,MSP,6,2,119.0
3,MQ,OKC,95,26,1949.0
3,MQ,OMA,59,9,-15.0
3,MQ,ORD,5258,1156,54806.0
3,MQ,ORF,125,30,1448.0
3,MQ,PIA,176,27,1648.0
3,MQ,PIT,51,10,146.0
3,MQ,PNS,98,29,1595.0
3,MQ,RAP,32,3,-65.0
3,MQ,RDU,308,94,6275.0
3,MQ,RIC,87,18,1106.0
3,MQ,ROC,36,8,384.0
3,MQ,ROW,86,16,936.0
3,MQ,RST,118,19,800.0
3,MQ,SAF,56,12,511.0
3,MQ,SAV,84,22,1354.0
3,MQ,SDF,113,34,2968.0
3,MQ,SGF,350,71,3897.0
3,MQ,SHV,32,13,903.0
3,MQ,SJT,46,13,777.0
3,MQ,SPI,54,11,563.0
3,MQ,SPS,82,30,1625.0
3,MQ,STL,161,50,2699.0
3,MQ,SUX,58,7,304.0
3,MQ,SYR,34,5,133.0
3,MQ,TLH,143,23,1130.0
3,MQ,TOL,83,13,328.0
3,MQ,TUL,125,23,897.0
3,MQ,TVC,86,5,-105.0
3,MQ,TXK,83,18,517.0
3,MQ,TYR,106,28,1071.0
3,MQ,TYS,167,45,2702.0
3,MQ,VPS,87,25,2229.0
3,MQ,XNA,413,110,10231.0
3,NK,ACY,359,54,1599.0
3,NK,ATL,247,48,2473.0
3,NK,BOS,162,31,1559.0
3,NK,BQN,12,2,73.0
3,NK,BWI,171,32,2063.0
3,NK,CLE,152,38,1654.0
3,NK,CRW,5,2,110.0
3,NK,DEN,306,66,4420.0
3,NK,DFW,740,121,6406.0
3,NK,DTW,744,190,11993.0
3,NK,FLL,1091,232,12668.0
3,NK,IAG,38,6,398.0
3,NK,IAH,370,66,3494.0
3,NK,LAS,767,159,9944.0
3,NK,LAX,277,78,5173.0
3,NK,LBE,107,16,779.0
3,NK,LGA,310,104,6924.0
3,NK,MCI,129,25,1005.0
3,NK,MCO,434,92,4244.0
3,NK,MSP,337,93,5401.0
3,NK,MSY,152,22,533.0
3,NK,MYR,254,56,2489.0
3,NK,OAK,122,12,384.0
3,NK,ORD,794,270,16930.0
3,NK,PBG,30,7,240.0
3,NK,PBI,62,7,157.0
3,NK,PDX,30,3,-10.0
3,NK,PHL,66,18,1405.0
3,NK,PHX,122,34,1972.0
3,NK,RSW,370,95,4822.0
3,NK,SAN,152,22,735.0
3,NK,SJU,31,8,501.0
3,NK,STT,31,8,527.0
3,NK,TPA,287,61,3686.0
3,OO,ABE,16,1,-32.0
3,OO,ABQ,314,29,369.0
3,OO,ABR,60,3,555.0
3,OO,ACV,96,20,1063.0
3,OO,ALB,1,0,-5.0
3,OO,AMA,46,8,473.0
3,OO,APN,52,6,25.0
3,OO,ASE,631,124,6312.0
3,OO,ATL,347,64,3206.0
3,OO,ATW,49,9,653.0
3,OO,AUS,328,62,3054.0
3,OO,AVL,58,5,159.0
3,OO,AZO,56,6,-219.0
3,OO,BFL,240,22,320.0
3,OO,BHM,7,2,42.0
3,OO,BIL,91,10,12.0
3,OO,BIS,171,22,252.0
3,OO,BJI,61,2,-280.0
3,OO,BNA,278,33,3624.0
3,OO,BOI,470,68,2277.0
3,OO,BOS,20,4,92.0
3,OO,BRD,53,4,-111.0
3,OO,BTM,61,2,-286.0
3,OO,BUF,4,1,103.0
3,OO,BUR,373,62,1824.0
3,OO,BZN,106,13,224.0
3,OO,CDC,53,5,149.0
3,OO,CEC,54,12,364.0
3,OO,CHA,3,0,2.0
3,OO,CHO,61,13,1545.0
3,OO,CHS,35,7,304.0
3,OO,CID,205,32,1690.0
3,OO,CIU,58,9,1102.0
3,OO,CLD,208,31,1655.0
3,OO,CLE,1,0,-6.0
3,OO,CLT,65,20,1317.0
3,OO,CMH,88,11,933.0
3,OO,CMX,60,8,930.0
3,OO,CNY,53,2,-284.0
3,OO,COD,62,4,-51.0
3,OO,COS,429,62,2951.0
3,OO,CPR,198,13,-445.0
3,OO,CVG,259,38,2192.0
3,OO,DAY,94,16,456.0
3,OO,DCA,119,19,1201.0
3,OO,DEN,3910,666,26262.0
3,OO,DFW,354,57,3503.0
3,OO,DIK,62,5,832.0
3,OO,DLH,101,14,255.0
3,OO,DRO,110,14,205.0
3,OO,DSM,86,15,863.0
3,OO,DTW,923,136,9446.0
3,OO,DVL,47,5,519.0
3,OO,EAU,60,11,379.0
3,OO,EKO,58,2,120.0
3,OO,ELP,80,11,133.0
3,OO,ESC,53,7,720.0
3,OO,EUG,328,42,1392.0
3,OO,EWR,1,0,6.0
3,OO,FAR,198,20,541.0
3,OO,FAT,602,104,4019.0
3,OO,FCA,153,10,-465.0
3,OO,FLG,127,8,-488.0
3,OO,FSD,176,13,-122.0
3,OO,FWA,256,48,3213.0
3,OO,GCC,93,8,129.0
3,OO,GEG,246,24,391.0
3,OO,GFK,3,0,-13.0
3,OO,GJT,172,14,159.0
3,OO,GRB,240,33,1791.0
3,OO,GRR,67,5,349.0
3,OO,GTF,145,12,537.0
3,OO,GUC,14,3,78.0
3,OO,HDN,65,11,730.0
3,OO,HIB,84,6,-10.0
3,OO,HLN,115,3,-455.0
3,OO,HYS,53,6,-65.0
3,OO,IAD,4,2,276.0
3,OO,IAH,1295,226,10926.0
3,OO,ICT,233,35,2183.0
3,OO,IDA,172,10,128.0
3,OO,IMT,56,5,70.0
3,OO,IND,63,10,636.0
3,OO,INL,53,2,-213.0
3,OO,ISN,171,15,284.0
3,OO,JAC,131,11,-396.0
3,OO,JMS,72,9,355.0
3,OO,LAN,24,0,-96.0
3,OO,LAR,52,3,-58.0
3,OO,LAS,359,49,2566.0
3,OO,LAX,4047,781,32857.0
3,OO,LEX,3,0,1.0
3,OO,LGA,6,1,19.0
3,OO,LGB,120,4,-203.0
3,OO,LIT,63,11,439.0
3,OO,LNK,93,11,580.0
3,OO,LSE,82,4,-100.0
3,OO,LWS,49,4,4.0
3,OO,MAF,153,19,507.0
3,OO,MBS,146,18,156.0
3,OO,MCI,103,13,221.0
3,OO,MDW,1,1,31.0
3,OO,MEM,95,21,1284.0
3,OO,MFE,15,3,31.0
3,OO,MFR,212,20,1115.0
3,OO,MIA,1,0,-8.0
3,OO,MKE,725,105,6245.0
3,OO,MKG,59,6,149.0
3,OO,MLI,52,7,188.0
3,OO,MMH,52,13,377.0
3,OO,MOT,58,8,224.0
3,OO,MRY,252,41,2183.0
3,OO,MSN,106,11,9.0
3,OO,MSO,88,5,-27.0
3,OO,MSP,2067,235,9669.0
3,OO,MSY,66,6,602.0
3,OO,MTJ,112,17,893.0
3,OO,OAK,233,43,1650.0
3,OO,OKC,203,28,2475.0
3,OO,OMA,285,39,1299.0
3,OO,ONT,388,54,1322.0
3,OO,ORD,3048,607,33107.0
3,OO,ORF,57,12,1311.0
3,OO,OTH,18,5,276.0
3,OO,PAH,54,2,-197.0
3,OO,PBI,13,3,92.0
3,OO,PDX,578,70,2194.0
3,OO,PHX,1731,177,4578.0
3,OO,PIA,6,0,11.0
3,OO,PIH,58,2,-356.0
3,OO,PIT,17,4,141.0
3,OO,PLN,52,4,365.0
3,OO,PSC,177,11,-637.0
3,OO,PSP,738,126,7223.0
3,OO,PUB,53,3,16.0
3,OO,RAP,155,13,-291.0
3,OO,RDD,65,6,-26.0
3,OO,RDM,184,14,2.0
3,OO,RDU,23,5,325.0
3,OO,RHI,86,12,-91.0
3,OO,RKS,62,6,547.0
3,OO,RNO,283,70,3615.0
3,OO,RSW,8,1,16.0
3,OO,SAF,29,4,105.0
3,OO,SAN,695,120,3695.0
3,OO,SAT,220,53,2499.0
3,OO,SBA,477,72,2991.0
3,OO,SBN,279,41,2240.0
3,OO,SBP,426,75,2910.0
3,OO,SDF,49,9,342.0
3,OO,SEA,1085,130,4690.0
3,OO,SFO,3481,574,22049.0
3,OO,SGF,60,10,260.0
3,OO,SGU,177,14,357.0
3,OO,SJC,633,82,1575.0
3,OO,SLC,4374,389,6534.0
3,OO,SMF,514,77,2244.0
3,OO,SMX,62,14,859.0
3,OO,SNA,244,32,1430.0
3,OO,SPI,88,12,642.0
3,OO,STL,122,15,575.0
3,OO,SUN,112,7,216.0
3,OO,SYR,2,1,27.0
3,OO,TUL,117,16,898.0
3,OO,TUS,700,96,2534.0
3,OO,TVC,52,3,-2.0
3,OO,TWF,58,1,-238.0
3,OO,TYS,20,5,465.0
3,OO,VEL,52,0,-628.0
3,OO,XNA,59,10,905.0
3,OO,YUM,185,19,1031.0
3,UA,ALB,57,9,435.0
3,UA,ANC,58,26,1960.0
3,UA,ATL,295,46,2673.0
3,UA,AUS,337,87,4714.0
3,UA,BDL,38,6,263.0
3,UA,BIL,54,8,124.0
3,UA,BOI,44,6,96.0
3,UA,BOS,968,207,12168.0
3,UA,BQN,23,8,611.0
3,UA,BUF,5,1,40.0
3,UA,BWI,239,42,1788.0
3,UA,BZN,73,15,1437.0
3,UA,CLE,663,92,5578.0
3,UA,CMH,72,19,968.0
3,UA,DCA,401,92,6701.0
3,UA,DEN,4148,954,53299.0
3,UA,DFW,309,57,3199.0
3,UA,DSM,57,7,525.0
3,UA,DTW,59,7,507.0
3,UA,EGE,62,17,1049.0
3,UA,EWR,4004,1369,86480.0
3,UA,FLL,624,126,6656.0
3,UA,GEG,63,7,210.0
3,UA,GRR,26,5,422.0
3,UA,GUC,4,1,2.0
3,UA,GUM,30,9,1068.0
3,UA,HDN,43,7,287.0
3,UA,HNL,428,102,6518.0
3,UA,IAD,1539,389,24640.0
3,UA,IAH,4920,1338,76489.0
3,UA,ICT,26,3,55.0
3,UA,IND,77,7,322.0
3,UA,ITO,22,7,266.0
3,UA,JAC,110,13,119.0
3,UA,JFK,336,57,3948.0
3,UA,KOA,139,28,1740.0
3,UA,LAS,1055,171,9208.0
3,UA,LAX,2449,557,31329.0
3,UA,LGA,740,200,13155.0
3,UA,LIH,63,7,608.0
3,UA,MCI,26,4,164.0
3,UA,MCO,1160,240,13890.0
3,UA,MDT,52,4,102.0
3,UA,MIA,359,75,3018.0
3,UA,MSN,48,4,100.0
3,UA,MSP,263,46,2748.0
3,UA,MSY,472,76,4018.0
3,UA,MTJ,16,4,365.0
3,UA,OGG,218,49,2482.0
3,UA,OKC,4,0,-27.0
3,UA,OMA,85,13,1043.0
3,UA,ORD,5667,1659,104071.0
3,UA,PBI,268,61,3941.0
3,UA,PDX,331,40,2753.0
3,UA,PHL,323,60,4799.0
3,UA,PHX,651,107,5676.0
3,UA,PIT,188,27,1324.0
3,UA,PSP,120,14,813.0
3,UA,RDU,51,14,1293.0
3,UA,RIC,27,6,319.0
3,UA,RNO,57,5,-38.0
3,UA,ROC,32,4,119.0
3,UA,RSW,384,84,3587.0
3,UA,SAN,681,102,6280.0
3,UA,SAT,225,43,2200.0
3,UA,SEA,772,133,7023.0
3,UA,SFO,3968,778,43910.0
3,UA,SJC,51,4,-134.0
3,UA,SJU,187,51,2776.0
3,UA,SLC,203,37,2578.0
3,UA,SMF,158,22,1278.0
3,UA,SNA,455,82,4088.0
3,UA,SRQ,93,27,1413.0
3,UA,STL,1,0,4.0
3,UA,STT,77,26,1476.0
3,UA,TPA,629,104,4670.0
3,US,ABQ,10,1,12.0
3,US,ALB,61,11,430.0
3,US,ANC,25,3,60.0
3,US,ATL,493,55,1123.0
3,US,AUS,79,23,1117.0
3,US,BDL,137,10,132.0
3,US,BNA,108,3,30.0
3,US,BOI,63,6,-29.0
3,US,BOS,1484,212,7417.0
3,US,BUF,113,8,19.0
3,US,BWI,341,37,1377.0
3,US,CLE,167,16,86.0
3,US,CLT,7638,1170,55326.0
3,US,CMH,79,15,463.0
3,US,DCA,1674,288,12948.0
3,US,DEN,408,46,526.0
3,US,DFW,507,60,1982.0
3,US,DTW,254,16,202.0
3,US,EWR,356,39,2223.0
3,US,FLL,592,80,3504.0
3,US,GEG,62,6,-90.0
3,US,HNL,78,5,-108.0
3,US,IAH,423,45,1108.0
3,US,IND,154,12,-129.0
3,US,JAX,228,24,400.0
3,US,JFK,227,56,5144.0
3,US,KOA,35,2,-174.0
3,US,LAS,506,48,1322.0
3,US,LAX,622,112,4443.0
3,US,LGA,1015,196,9179.0
3,US,LIH,29,1,-52.0
3,US,MCI,195,10,-18.0
3,US,MCO,802,92,3743.0
3,US,MDT,24,3,295.0
3,US,MEM,85,8,193.0
3,US,MIA,301,51,2519.0
3,US,MKE,61,2,-142.0
3,US,MSP,353,50,1515.0
3,US,MSY,173,17,522.0
3,US,MYR,4,0,-15.0
3,US,OAK,7,0,-19.0
3,US,OGG,56,6,79.0
3,US,OMA,62,3,-35.0
3,US,ONT,84,7,292.0
3,US,ORD,615,92,4863.0
3,US,ORF,8,2,154.0
3,US,PBI,353,46,1615.0
3,US,PDX,161,11,-113.0
3,US,PHL,3405,676,34218.0
3,US,PHX,4808,650,25961.0
3,US,PIT,409,42,1232.0
3,US,PVD,104,15,639.0
3,US,PWM,30,1,-82.0
3,US,RDU,272,29,527.0
3,US,RIC,109,7,-148.0
3,US,RNO,105,10,440.0
3,US,ROC,31,4,190.0
3,US,RSW,397,45,1122.0
3,US,SAN,285,31,1149.0
3,US,SAT,60,4,159.0
3,US,SEA,258,18,145.0
3,US,SFO,413,30,268.0
3,US,SJC,121,13,173.0
3,US,SJU,174,43,2533.0
3,US,SLC,219,16,-234.0
3,US,SMF,170,19,484.0
3,US,SNA,124,10,243.0
3,US,STL,182,22,1395.0
3,US,STT,62,13,317.0
3,US,STX,3,1,36.0
3,US,SYR,57,5,73.0
3,US,TPA,622,82,3512.0
3,VX,AUS,59,8,359.0
3,VX,BOS,129,20,563.0
3,VX,DAL,353,92,5963.0
3,VX,DCA,111,12,186.0
3,VX,EWR,163,16,807.0
3,VX,FLL,165,34,2027.0
3,VX,IAD,111,18,1444.0
3,VX,JFK,330,59,5444.0
3,VX,LAS,340,73,4065.0
3,VX,LAX,1041,189,12350.0
3,VX,LGA,105,29,1711.0
3,VX,MCO,31,4,275.0
3,VX,ORD,102,16,1263.0
3,VX,PDX,31,2,-62.0
3,VX,PSP,41,12,733.0
3,VX,SAN,138,28,1401.0
3,VX,SEA,196,37,1245.0
3,VX,SFO,1370,205,11215.0
3,WN,ABQ,964,223,10355.0
3,WN,ALB,400,59,2827.0
3,WN,AMA,148,13,557.0
3,WN,ATL,3606,880,42512.0
3,WN,AUS,1517,301,15503.0
3,WN,BDL,592,102,4816.0
3,WN,BHM,383,64,4240.0
3,WN,BNA,2517,452,22348.0
3,WN,BOI,268,31,1636.0
3,WN,BOS,771,159,7939.0
3,WN,BUF,650,98,5759.0
3,WN,BUR,1239,149,5395.0
3,WN,BWI,5591,1556,89007.0
3,WN,CAK,370,49,2744.0
3,WN,CHS,203,37,1783.0
3,WN,CLE,368,59,3582.0
3,WN,CLT,148,29,981.0
3,WN,CMH,935,139,8424.0
3,WN,CRP,117,13,542.0
3,WN,DAL,4428,952,45192.0
3,WN,DAY,158,18,968.0
3,WN,DCA,1252,173,7577.0
3,WN,DEN,5084,974,44950.0
3,WN,DSM,92,18,767.0
3,WN,DTW,573,98,5655.0
3,WN,ECP,165,20,575.0
3,WN,ELP,596,85,3324.0
3,WN,EWR,465,91,5630.0
3,WN,FLL,1909,361,19732.0
3,WN,FNT,177,18,541.0
3,WN,GEG,265,29,987.0
3,WN,GRR,216,25,1134.0
3,WN,GSP,118,19,568.0
3,WN,HOU,4352,988,48538.0
3,WN,HRL,174,20,296.0
3,WN,IAD,208,29,1607.0
3,WN,ICT,144,26,1236.0
3,WN,IND,1001,167,10185.0
3,WN,ISP,413,85,4115.0
3,WN,JAX,405,52,3252.0
3,WN,LAS,6333,1501,73012.0
3,WN,LAX,3293,989,50240.0
3,WN,LBB,207,30,1633.0
3,WN,LGA,840,235,16867.0
3,WN,LIT,205,39,1560.0
3,WN,MAF,300,35,1423.0
3,WN,MCI,1889,283,12764.0
3,WN,MCO,4043,825,43495.0
3,WN,MDW,6715,1542,79283.0
3,WN,MEM,221,40,1979.0
3,WN,MHT,357,55,3737.0
3,WN,MKE,1340,214,10181.0
3,WN,MSP,665,89,3830.0
3,WN,MSY,1650,256,11611.0
3,WN,OAK,2830,487,21181.0
3,WN,OKC,519,78,4190.0
3,WN,OMA,501,67,3383.0
3,WN,ONT,880,155,7640.0
3,WN,ORF,147,29,1633.0
3,WN,PBI,341,92,5546.0
3,WN,PDX,881,145,6911.0
3,WN,PHL,743,161,11018.0
3,WN,PHX,5319,1220,57796.0
3,WN,PIT,873,122,5466.0
3,WN,PNS,86,15,750.0
3,WN,PVD,589,114,5943.0
3,WN,PWM,81,12,386.0
3,WN,RDU,828,136,5813.0
3,WN,RIC,124,8,588.0
3,WN,RNO,555,86,4028.0
3,WN,ROC,239,31,1566.0
3,WN,RSW,1214,235,13261.0
3,WN,SAN,2883,593,31156.0
3,WN,SAT,1283,241,9751.0
3,WN,SDF,351,52,2580.0
3,WN,SEA,849,161,8676.0
3,WN,SFO,1301,273,14868.0
3,WN,SJC,1877,354,17378.0
3,WN,SJU,276,41,3285.0
3,WN,SLC,825,142,6193.0
3,WN,SMF,1835,306,14711.0
3,WN,SNA,1491,224,10559.0
3,WN,STL,2627,486,21773.0
3,WN,TPA,2873,553,29732.0
3,WN,TUL,391,52,2479.0
3,WN,TUS,445,91,4569.0
4,AA,ABQ,177,32,3366.0
4,AA,ATL,465,53,2133.0
4,AA,AUS,693,100,5844.0
4,AA,BDL,103,8,210.0
4,AA,BHM,45,6,430.0
4,AA,BNA,309,59,4106.0
4,AA,BOS,910,107,4515.0
4,AA,BWI,236,29,1752.0
4,AA,CLE,120,19,1117.0
4,AA,CLT,377,68,4361.0
4,AA,CMH,150,22,417.0
4,AA,COS,115,19,2398.0
4,AA,DAY,90,14,403.0
4,AA,DCA,890,129,7083.0
4,AA,DEN,438,69,2657.0
4,AA,DFW,11999,2934,182344.0
4,AA,DSM,62,7,490.0
4,AA,DTW,257,33,1601.0
4,AA,EGE,37,8,230.0
4,AA,ELP,144,27,1830.0
4,AA,EWR,358,32,753.0
4,AA,FAT,56,5,273.0
4,AA,FLL,293,28,1248.0
4,AA,GUC,6,0,-55.0
4,AA,HDN,7,0,-84.0
4,AA,HNL,176,15,1172.0
4,AA,IAD,214,38,3106.0
4,AA,IAH,405,48,2110.0
4,AA,IND,171,18,353.0
4,AA,JAC,7,0,-97.0
4,AA,JAX,120,27,2117.0
4,AA,JFK,1332,260,15020.0
4,AA,KOA,42,5,147.0
4,AA,LAS,787,105,5382.0
4,AA,LAX,2670,350,14731.0
4,AA,LBB,59,14,1285.0
4,AA,LGA,1181,138,3147.0
4,AA,LIH,45,6,643.0
4,AA,MCI,263,38,3023.0
4,AA,MCO,814,130,8254.0
4,AA,MEM,177,23,2314.0
4,AA,MFE,175,24,1288.0
4,AA,MIA,4336,855,41195.0
4,AA,MKE,92,19,838.0
4,AA,MSP,339,50,2418.0
4,AA,MSY,267,45,2432.0
4,AA,MTJ,1,0,-8.0
4,AA,OGG,134,13,115.0
4,AA,OKC,199,37,3104.0
4,AA,OMA,133,17,286.0
4,AA,ONT,120,21,2087.0
4,AA,ORD,4524,962,52567.0
4,AA,ORF,47,6,646.0
4,AA,PBI,169,26,1084.0
4,AA,PDX,119,16,1866.0
4,AA,PHL,442,55,1943.0
4,AA,PHX,437,62,5500.0
4,AA,PIT,145,15,796.0
4,AA,PNS,89,21,2563.0
4,AA,PSP,120,28,2068.0
4,AA,RDU,351,64,3227.0
4,AA,RIC,56,10,1217.0
4,AA,RNO,90,8,565.0
4,AA,RSW,193,41,2469.0
4,AA,SAN,456,59,3914.0
4,AA,SAT,485,89,6437.0
4,AA,SDF,26,5,1034.0
4,AA,SEA,386,47,2351.0
4,AA,SFO,866,137,7183.0
4,AA,SJC,177,16,1716.0
4,AA,SJU,334,44,3362.0
4,AA,SLC,208,41,2705.0
4,AA,SMF,119,19,522.0
4,AA,SNA,395,65,4514.0
4,AA,STL,482,70,3150.0
4,AA,STT,120,10,682.0
4,AA,STX,50,6,-105.0
4,AA,TPA,489,62,3573.0
4,AA,TUL,178,20,989.0
4,AA,TUS,267,46,3194.0
4,AS,ABQ,30,1,-152.0
4,AS,ADK,9,1,36.0
4,AS,ADQ,30,2,-172.0
4,AS,ANC,968,59,-1425.0
4,AS,ATL,30,2,85.0
4,AS,AUS,30,7,195.0
4,AS,BET,81,5,-377.0
4,AS,BLI,93,4,-307.0
4,AS,BOS,120,15,-59.0
4,AS,BRW,75,13,370.0
4,AS,BUR,86,1,-532.0
4,AS,BWI,30,8,253.0
4,AS,CDV,58,5,-173.0
4,AS,DCA,120,8,107.0
4,AS,DEN,146,14,475.0
4,AS,DFW,119,14,534.0
4,AS,DTW,30,4,-32.0
4,AS,EWR,60,4,-216.0
4,AS,FAI,171,10,-1056.0
4,AS,FLL,30,2,-63.0
4,AS,GEG,142,8,-213.0
4,AS,HNL,235,16,9.0
4,AS,IAD,30,2,-59.0
4,AS,IAH,29,3,34.0
4,AS,JNU,297,40,1557.0
4,AS,KOA,146,5,-1136.0
4,AS,KTN,173,25,349.0
4,AS,LAS,394,32,529.0
4,AS,LAX,663,52,524.0
4,AS,LIH,115,8,-925.0
4,AS,MCI,30,1,-159.0
4,AS,MCO,59,7,307.0
4,AS,MSP,59,9,186.0
4,AS,MSY,30,8,96.0
4,AS,OAK,200,10,-315.0
4,AS,OGG,243,13,-663.0
4,AS,OME,57,6,-29.0
4,AS,ONT,56,2,-282.0
4,AS,ORD,175,17,1207.0
4,AS,OTZ,60,6,0.0
4,AS,PDX,1097,81,-307.0
4,AS,PHL,30,4,76.0
4,AS,PHX,236,5,-1258.0
4,AS,PSG,57,10,38.0
4,AS,PSP,203,12,-982.0
4,AS,SAN,462,23,-1284.0
4,AS,SAT,29,2,-32.0
4,AS,SCC,75,9,121.0
4,AS,SEA,4442,381,5898.0
4,AS,SFO,490,70,2154.0
4,AS,SIT,90,12,500.0
4,AS,SJC,308,19,-735.0
4,AS,SLC,176,18,184.0
4,AS,SMF,197,11,-863.0
4,AS,SNA,297,7,-2064.0
4,AS,STL,30,1,-89.0
4,AS,TPA,30,9,344.0
4,AS,TUS,34,3,160.0
4,AS,WRG,58,9,-98.0
4,AS,YAK,59,7,-205.0
4,B6,ABQ,21,5,153.0
4,B6,AUS,186,18,340.0
4,B6,BDL,312,41,1211.0
4,B6,BOS,3520,588,22521.0
4,B6,BQN,60,8,403.0
4,B6,BTV,88,14,1290.0
4,B6,BUF,338,42,654.0
4,B6,BUR,29,7,528.0
4,B6,BWI,140,21,483.0
4,B6,CHS,158,27,1408.0
4,B6,CLE,3,1,56.0
4,B6,CLT,113,32,1625.0
4,B6,DCA,858,85,407.0
4,B6,DEN,85,26,1275.0
4,B6,DFW,54,12,399.0
4,B6,DTW,87,10,-73.0
4,B6,EWR,588,76,2932.0
4,B6,FLL,1636,310,17417.0
4,B6,HOU,60,12,446.0
4,B6,HPN,329,32,303.0
4,B6,IAD,168,27,1151.0
4,B6,JAX,268,49,2768.0
4,B6,JFK,3546,724,45736.0
4,B6,LAS,325,75,3582.0
4,B6,LAX,352,70,3506.0
4,B6,LGA,561,96,4283.0
4,B6,LGB,640,89,2398.0
4,B6,MCO,1657,291,17677.0
4,B6,MSY,119,26,1646.0
4,B6,OAK,117,13,37.0
4,B6,ORD,175,32,1495.0
4,B6,ORH,60,4,-29.0
4,B6,PBI,684,167,8056.0
4,B6,PDX,82,7,221.0
4,B6,PHL,142,26,1150.0
4,B6,PHX,59,20,876.0
4,B6,PIT,141,21,639.0
4,B6,PSE,60,8,73.0
4,B6,PVD,90,13,152.0
4,B6,PWM,86,12,553.0
4,B6,RDU,231,39,1209.0
4,B6,RIC,206,15,105.0
4,B6,ROC,84,15,1114.0
4,B6,RSW,469,84,4238.0
4,B6,SAN,116,26,1288.0
4,B6,SAV,90,22,1522.0
4,B6,SEA,146,27,1164.0
4,B6,SFO,436,67,3247.0
4,B6,SJC,47,20,1418.0
4,B6,SJU,933,148,6768.0
4,B6,SLC,132,25,713.0
4,B6,SMF,82,12,258.0
4,B6,SRQ,89,22,1254.0
4,B6,STT,93,11,276.0
4,B6,STX,30,4,177.0
4,B6,SWF,60,12,496.0
4,B6,SYR,112,15,576.0
4,B6,TPA,528,108,6474.0
4,DL,ABE,27,0,-77.0
4,DL,ABQ,96,3,-49.0
4,DL,AGS,100,23,1591.0
4,DL,ALB,92,14,537.0
4,DL,ANC,113,4,-488.0
4,DL,ATL,20191,2628,132959.0
4,DL,ATW,35,2,-30.0
4,DL,AUS,339,38,2269.0
4,DL,AVL,58,4,266.0
4,DL,BDL,374,34,1510.0
4,DL,BHM,272,31,2139.0
4,DL,BIL,81,4,-3.0
4,DL,BIS,35,2,-109.0
4,DL,BNA,422,53,2197.0
4,DL,BOI,114,6,883.0
4,DL,BOS,1425,210,11070.0
