MONTH,AIRLINE,STATE,total_voos,total_atrasados
3,MQ,IA,704,130
3,MQ,IL,5949,1269
3,MQ,IN,483,89
3,MQ,KS,195,30
3,MQ,KY,700,152
3,MQ,LA,361,81
3,MQ,MD,55,22
3,MQ,MI,832,138
3,MQ,MN,124,21
3,MQ,MO,680,155
3,MQ,MS,272,76
3,MQ,NC,487,138
3,MQ,ND,176,31
3,MQ,NE,116,12
3,MQ,NM,174,35
3,MQ,NY,1841,514
3,MQ,OH,875,212
3,MQ,OK,276,62
3,MQ,PA,132,23
3,MQ,SC,188,45
3,MQ,SD,126,25
3,MQ,TN,710,194
3,MQ,TX,7229,1871
3,MQ,VA,352,85
3,MQ,WI,549,62
3,NK,AZ,122,34
3,NK,CA,551,112
3,NK,CO,306,66
3,NK,FL,2244,487
3,NK,GA,247,48
3,NK,IL,794,270
3,NK,LA,152,22
3,NK,MA,162,31
3,NK,MD,171,32
3,NK,MI,744,190
3,NK,MN,337,93
3,NK,MO,129,25
3,NK,NJ,359,54
3,NK,NV,767,159
3,NK,NY,378,117
3,NK,OH,152,38
3,NK,OR,30,3
3,NK,PA,173,34
3,NK,PR,43,10
3,NK,SC,254,56
3,NK,TX,1110,187
3,NK,VI,31,8
3,NK,WV,5,2
3,OO,AL,7,2
3,OO,AR,122,21
3,OO,AZ,2743,300
3,OO,CA,14000,2365
3,OO,CO,5496,914
3,OO,FL,22,4
3,OO,GA,347,64
3,OO,IA,291,47
3,OO,ID,919,92
3,OO,IL,3195,627
3,OO,IN,598,99
3,OO,KS,286,41
3,OO,KY,365,49
3,OO,LA,66,6
3,OO,MA,20,4
3,OO,MI,1658,213
3,OO,MN,2419,263
3,OO,MO,285,38
3,OO,MT,759,55
3,OO,NC,146,30
3,OO,ND,782,84
3,OO,NE,378,50
3,OO,NJ,1,0
3,OO,NM,343,33
3,OO,NV,700,121
3,OO,NY,13,3
3,OO,OH,183,27
3,OO,OK,320,44
3,OO,OR,1320,151
3,OO,PA,33,5
3,OO,SC,35,7
3,OO,SD,391,29
3,OO,TN,396,59
3,OO,TX,2491,439
3,OO,UT,4709,410
3,OO,VA,241,46
3,OO,WA,1508,165
3,OO,WI,1348,185
3,OO,WY,598,45
3,UA,AK,58,26
3,UA,AZ,651,107
3,UA,CA,7882,1559
3,UA,CO,4273,983
3,UA,CT,38,6
3,UA,FL,3517,717
3,UA,GA,295,46
3,UA,GU,30,9
3,UA,HI,870,193
3,UA,IA,57,7
3,UA,ID,44,6
3,UA,IL,5667,1659
3,UA,IN,77,7
3,UA,KS,26,3
3,UA,LA,472,76
3,UA,MA,968,207
3,UA,MD,239,42
3,UA,MI,85,12
3,UA,MN,263,46
3,UA,MO,27,4
3,UA,MT,127,23
3,UA,NC,51,14
3,UA,NE,85,13
3,UA,NJ,4004,1369
3,UA,NV,1112,176
3,UA,NY,1170,271
3,UA,OH,735,111
3,UA,OK,4,0
3,UA,OR,331,40
3,UA,PA,563,91
3,UA,PR,210,59
3,UA,TX,5791,1525
3,UA,UT,203,37
3,UA,VA,1967,487
3,UA,VI,77,26
3,UA,WA,835,140
3,UA,WI,48,4
3,UA,WY,110,13
3,US,AK,25,3
3,US,AZ,4808,650
3,US,CA,1826,222
3,US,CO,408,46
3,US,CT,137,10
3,US,FL,3295,420
3,US,GA,493,55
3,US,HI,198,14
3,US,ID,63,6
3,US,IL,615,92
3,US,IN,154,12
3,US,LA,173,17
3,US,MA,1484,212
3,US,MD,341,37
3,US,ME,30,1
3,US,MI,254,16
3,US,MN,353,50
3,US,MO,377,32
3,US,NC,7910,1199
3,US,NE,62,3
3,US,NJ,356,39
3,US,NM,10,1
3,US,NV,611,58
3,US,NY,1504,280
3,US,OH,246,31
3,US,OR,161,11
3,US,PA,3838,721
3,US,PR,174,43
3,US,RI,104,15
3,US,SC,4,0
3,US,TN,193,11
3,US,TX,1069,132
3,US,UT,219,16
3,US,VA,1791,297
3,US,VI,65,14
3,US,WA,320,24
3,US,WI,61,2
3,VX,CA,2590,434
3,VX,FL,196,38
3,VX,IL,102,16
3,VX,MA,129,20
3,VX,NJ,163,16
3,VX,NV,340,73
3,VX,NY,435,88
3,VX,OR,31,2
3,VX,TX,412,100
3,VX,VA,222,30
3,VX,WA,196,37
3,WN,AL,383,64
3,WN,AR,205,39
3,WN,AZ,5764,1311
3,WN,CA,17629,3530
3,WN,CO,5084,974
3,WN,CT,592,102
3,WN,FL,11036,2153
3,WN,GA,3606,880
3,WN,IA,92,18
3,WN,ID,268,31
3,WN,IL,6715,1542
3,WN,IN,1001,167
3,WN,KS,144,26
3,WN,KY,351,52
3,WN,LA,1650,256
3,WN,MA,771,159
3,WN,MD,5591,1556
3,WN,ME,81,12
3,WN,MI,966,141
3,WN,MN,665,89
3,WN,MO,4516,769
3,WN,NC,976,165
3,WN,NE,501,67
3,WN,NH,357,55
3,WN,NJ,465,91
3,WN,NM,964,223
3,WN,NV,6888,1587
3,WN,NY,2542,508
3,WN,OH,1831,265
3,WN,OK,910,130
3,WN,OR,881,145
3,WN,PA,1616,283
3,WN,PR,276,41
3,WN,RI,589,114
3,WN,SC,321,56
3,WN,TN,2738,492
3,WN,TX,13122,2678
3,WN,UT,825,142
3,WN,VA,1731,239
3,WN,WA,1114,190
3,WN,WI,1340,214
4,AA,AL,45,6
4,AA,AZ,704,108
4,AA,CA,4979,700
4,AA,CO,604,96
4,AA,CT,103,8
4,AA,FL,6503,1190
4,AA,GA,465,53
4,AA,HI,397,39
4,AA,IA,62,7
4,AA,IL,4524,962
4,AA,IN,171,18
4,AA,KY,26,5
4,AA,LA,267,45
4,AA,MA,910,107
4,AA,MD,236,29
4,AA,MI,257,33
4,AA,MN,339,50
4,AA,MO,745,108
4,AA,NC,728,132
4,AA,NE,133,17
4,AA,NJ,358,32
4,AA,NM,177,32
4,AA,NV,877,113
4,AA,NY,2513,398
4,AA,OH,360,55
4,AA,OK,377,57
4,AA,OR,119,16
4,AA,PA,587,70
4,AA,PR,334,44
4,AA,TN,486,82
4,AA,TX,13960,3236
4,AA,UT,208,41
4,AA,VA,1207,183
4,AA,VI,170,16
4,AA,WA,386,47
4,AA,WI,92,19
4,AA,WY,7,0
4,AS,AK,2318,219
4,AS,AZ,270,8
4,AS,CA,2962,207
4,AS,CO,146,14
4,AS,FL,119,18
4,AS,GA,30,2
4,AS,HI,739,42
4,AS,IL,175,17
4,AS,LA,30,8
4,AS,MA,120,15
4,AS,MD,30,8
4,AS,MI,30,4
4,AS,MN,59,9
4,AS,MO,60,2
4,AS,NJ,60,4
4,AS,NM,30,1
4,AS,NV,394,32
4,AS,OR,1097,81
4,AS,PA,30,4
4,AS,TX,207,26
4,AS,UT,176,18
4,AS,VA,150,10
4,AS,WA,4677,393
4,B6,AZ,59,20
4,B6,CA,1819,304
4,B6,CO,85,26
4,B6,CT,312,41
4,B6,FL,5331,1031
4,B6,GA,90,22
4,B6,IL,175,32
4,B6,LA,119,26
4,B6,MA,3580,592
4,B6,MD,140,21
4,B6,ME,86,12
4,B6,MI,87,10
4,B6,NC,344,71
4,B6,NJ,588,76
4,B6,NM,21,5
4,B6,NV,325,75
4,B6,NY,5030,936
4,B6,OH,3,1
4,B6,OR,82,7
4,B6,PA,283,47
4,B6,PR,1053,164
4,B6,RI,90,13
4,B6,SC,158,27
4,B6,TX,300,42
4,B6,UT,132,25
4,B6,VA,1232,127
4,B6,VI,123,15
4,B6,VT,88,14
4,B6,WA,146,27
4,DL,AK,113,4
4,DL,AL,471,51
4,DL,AR,205,12
4,DL,AZ,740,71
4,DL,CA,3818,457
4,DL,CO,669,83
4,DL,CT,374,34
4,DL,FL,7103,865
4,DL,GA,20581,2697
4,DL,HI,399,43
4,DL,IA,91,7
4,DL,ID,114,6
4,DL,IL,871,132
4,DL,IN,467,40
4,DL,KS,64,8
4,DL,KY,921,85
4,DL,LA,713,105
4,DL,MA,1425,210
4,DL,MD,611,52
4,DL,ME,54,5
4,DL,MI,5039,637
4,DL,MN,4948,505
4,DL,MO,877,64
4,DL,MS,267,22
4,DL,MT,207,11
4,DL,NC,1313,143
4,DL,ND,86,4
4,DL,NE,195,18
4,DL,NH,30,0
4,DL,NJ,470,42
4,DL,NM,96,3
4,DL,NV,1017,94
4,DL,NY,5156,966
4,DL,OH,713,48
4,DL,OK,171,20
4,DL,OR,403,34
4,DL,PA,1007,116
4,DL,PR,282,22
4,DL,RI,129,10
4,DL,SC,578,59
4,DL,SD,30,0
4,DL,TN,1022,117
4,DL,TX,1716,242
4,DL,UT,2866,333
4,DL,VA,1560,186
4,DL,VI,95,11
4,DL,WA,1174,110
4,DL,WI,731,50
4,DL,WV,29,2
4,DL,WY,12,0
4,EV,AL,1109,151
4,EV,AR,663,90
4,EV,AZ,55,4
4,EV,CO,999,139
4,EV,CT,98,10
4,EV,FL,931,147
4,EV,GA,6057,1052
4,EV,IA,317,27
4,EV,IL,4734,591
4,EV,IN,575,72
4,EV,KS,232,30
4,EV,KY,747,115
4,EV,LA,2169,418
4,EV,MA,226,35
4,EV,MD,22,1
4,EV,ME,113,20
4,EV,MI,2665,347
4,EV,MN,878,144
4,EV,MO,850,117
4,EV,MS,757,112
4,EV,MT,13,1
4,EV,NC,1257,191
4,EV,ND,278,21
4,EV,NE,451,37
4,EV,NH,177,18
4,EV,NJ,2724,438
4,EV,NM,197,23
4,EV,NY,1712,273
4,EV,OH,1420,149
4,EV,OK,549,69
4,EV,PA,587,63
4,EV,RI,98,17
4,EV,SC,1111,170
4,EV,SD,162,14
4,EV,TN,1278,194
4,EV,TX,9582,1478
4,EV,UT,5,2
4,EV,VA,1443,206
4,EV,VT,166,23
4,EV,WI,768,75
4,EV,WV,192,33
4,F9,AZ,202,49
4,F9,CA,391,68
4,F9,CO,1972,368
4,F9,DE,25,9
4,F9,FL,1052,268
4,F9,GA,320,108
4,F9,IA,21,4
4,F9,IL,379,104
4,F9,IN,53,15
4,F9,KY,126,39
4,F9,LA,34,7
4,F9,MI,22,3
4,F9,MN,95,10
4,F9,MO,121,13
4,F9,MT,16,0
4,F9,NC,82,20
4,F9,ND,22,5
4,F9,NE,37,10
4,F9,NJ,233,24
4,F9,NV,304,65
4,F9,NY,87,26
4,F9,OH,264,54
4,F9,OR,73,10
4,F9,PA,225,60
4,F9,SD,18,5
4,F9,TN,63,13
4,F9,TX,330,83
4,F9,UT,135,25
4,F9,VA,262,42
4,F9,WA,58,10
4,F9,WI,88,15
4,HA,AS,8,2
4,HA,AZ,30,1
4,HA,CA,360,19
4,HA,HI,5500,175
4,HA,NV,73,7
4,HA,NY,21,0
4,HA,OR,30,1
4,HA,WA,60,0
4,MQ,AL,298,55
4,MQ,AR,697,157
4,MQ,CA,5,0
4,MQ,CO,128,20
4,MQ,FL,810,143
4,MQ,GA,159,40
4,MQ,IA,627,72
4,MQ,IL,5872,863
4,MQ,IN,492,60
4,MQ,KS,262,39
4,MQ,KY,661,98
4,MQ,LA,263,46
4,MQ,MD,57,10
4,MQ,MI,771,104
4,MQ,MN,118,9
4,MQ,MO,686,133
4,MQ,MS,166,32
4,MQ,NC,521,96
4,MQ,ND,169,17
4,MQ,NE,137,13
4,MQ,NM,192,40
4,MQ,NY,1920,341
4,MQ,OH,911,123
4,MQ,OK,362,64
4,MQ,PA,100,17
4,MQ,SC,146,19
4,MQ,SD,177,30
4,MQ,TN,742,130
4,MQ,TX,6649,1510
4,MQ,VA,286,48
4,MQ,WI,453,44
4,NK,AZ,88,27
4,NK,CA,611,110
4,NK,CO,340,63
4,NK,FL,1923,348
4,NK,GA,256,70
4,NK,IL,874,244
4,NK,LA,149,32
4,NK,MA,210,36
4,NK,MD,232,45
4,NK,MI,690,123
4,NK,MN,311,64
4,NK,MO,134,25
4,NK,NJ,359,37
4,NK,NV,773,171
4,NK,NY,380,73
4,NK,OH,180,25
4,NK,OR,60,9
4,NK,PA,204,46
4,NK,PR,60,9
4,NK,SC,327,69
4,NK,TX,1230,290
4,NK,VI,30,6
4,NK,WV,11,2
4,OO,AL,44,12
4,OO,AR,169,21
4,OO,AZ,2817,323
4,OO,CA,12953,1935
4,OO,CO,4805,748
4,OO,CT,51,5
4,OO,FL,44,10
4,OO,GA,330,49
4,OO,IA,257,39
4,OO,ID,827,80
4,OO,IL,3646,660
4,OO,IN,619,81
4,OO,KS,262,36
4,OO,KY,495,79
4,OO,LA,59,5
4,OO,MA,54,12
4,OO,MI,1802,186
4,OO,MN,2557,205
4,OO,MO,350,62
4,OO,MT,741,46
4,OO,NC,118,19
4,OO,ND,888,85
4,OO,NE,331,28
4,OO,NM,342,39
4,OO,NV,629,77
4,OO,NY,17,0
4,OO,OH,228,26
4,OO,OK,355,46
4,OO,OR,1258,151
4,OO,PA,76,8
4,OO,SC,59,14
4,OO,SD,382,32
4,OO,TN,413,52
4,OO,TX,2930,513
4,OO,UT,4524,422
4,OO,VA,184,24
4,OO,WA,1327,143
4,OO,WI,1124,143
4,OO,WY,548,44
4,UA,AK,54,8
4,UA,AZ,531,101
4,UA,CA,7746,1501
4,UA,CO,3742,902
4,UA,CT,27,3
4,UA,FL,3153,560
4,UA,GA,328,82
4,UA,GU,30,9
4,UA,HI,802,111
4,UA,IA,53,8
4,UA,ID,50,7
4,UA,IL,5207,1268
4,UA,IN,91,15
4,UA,KS,26,1
4,UA,KY,3,0
4,UA,LA,472,98
4,UA,MA,997,152
4,UA,MD,264,60
4,UA,MI,96,21
4,UA,MN,263,45
4,UA,MO,28,2
4,UA,MT,64,7
4,UA,NC,74,18
4,UA,NE,83,9
4,UA,NJ,4045,1036
4,UA,NV,1122,191
4,UA,NY,1189,149
4,UA,OH,653,82
4,UA,OK,23,1
4,UA,OR,391,58
4,UA,PA,570,92
4,UA,PR,203,54
4,UA,SC,1,0
4,UA,TX,5362,1488
4,UA,UT,98,16
4,UA,VA,2179,420
4,UA,VI,75,16
4,UA,WA,829,116
4,UA,WI,28,1
4,UA,WY,20,6
4,US,AK,30,3
4,US,AZ,4552,578
4,US,CA,1898,213
4,US,CO,362,35
4,US,CT,134,12
4,US,FL,3065,344
4,US,GA,431,51
4,US,HI,155,8
4,US,ID,63,4
4,US,IL,501,44
4,US,IN,150,13
4,US,KY,2,0
4,US,LA,186,40
4,US,MA,1505,164
4,US,MD,297,30
4,US,ME,30,7
4,US,MI,252,17
4,US,MN,319,38
4,US,MO,376,47
4,US,NC,7544,1170
4,US,NE,61,6
4,US,NJ,360,39
4,US,NM,9,1
4,US,NV,589,57
4,US,NY,1540,206
4,US,OH,243,27
4,US,OR,148,10
4,US,PA,3612,509
4,US,PR,199,27
4,US,RI,104,11
4,US,TN,169,20
4,US,TX,1008,126
4,US,UT,193,12
4,US,VA,1804,212
4,US,VI,66,17
4,US,WA,284,18
4,US,WI,59,4
4,VX,CA,2608,344
4,VX,FL,196,24
4,VX,IL,109,13
4,VX,MA,124,15
4,VX,NJ,164,15
4,VX,NV,328,51
4,VX,NY,433,57
4,VX,OR,30,5
4,VX,TX,440,59
4,VX,VA,257,16
4,VX,WA,212,34
4,WN,AL,369,53
4,WN,AR,209,38
4,WN,AZ,5455,1263
4,WN,CA,17712,3530
4,WN,CO,4979,968
4,WN,CT,591,65
4,WN,FL,9662,1583
4,WN,GA,3542,762
4,WN,IA,89,8
4,WN,ID,255,38
4,WN,IL,6932,1286
4,WN,IN,929,105
4,WN,KS,139,19
4,WN,KY,369,56
4,WN,LA,1635,279
4,WN,MA,844,161
4,WN,MD,5952,1202
4,WN,ME,85,5
4,WN,MI,913,124
4,WN,MN,628,108
4,WN,MO,4445,772
4,WN,NC,989,129
4,WN,NE,487,61
4,WN,NH,430,45
4,WN,NJ,491,70
4,WN,NM,990,169
4,WN,NV,6853,1538
4,WN,NY,2525,376
4,WN,OH,1772,178
4,WN,OK,879,135
4,WN,OR,897,125
4,WN,PA,1545,210
4,WN,PR,266,27
4,WN,RI,578,54
4,WN,SC,329,64
4,WN,TN,2767,460
4,WN,TX,13194,2733
4,WN,UT,793,103
4,WN,VA,1802,203
4,WN,WA,1207,174
4,WN,WI,1258,186
5,AA,AL,10,0
5,AA,AR,4,0
5,AA,AZ,661,72
5,AA,CA,4983,695
5,AA,CO,555,68
5,AA,CT,114,11
5,AA,FL,6418,1240
5,AA,GA,460,66
5,AA,HI,432,59
5,AA,IA,61,5
5,AA,IL,4481,892
5,AA,IN,175,26
5,AA,KY,29,7
5,AA,LA,259,42
5,AA,MA,952,124
5,AA,MD,239,49
5,AA,MI,234,39
5,AA,MN,346,47
5,AA,MO,724,120
5,AA,NC,714,112
5,AA,NE,137,19
5,AA,NJ,336,24
5,AA,NM,176,27
5,AA,NV,910,115
5,AA,NY,2508,383
5,AA,OH,335,61
5,AA,OK,329,46
5,AA,OR,147,18
5,AA,PA,539,86
5,AA,PR,345,47
5,AA,TN,451,102
5,AA,TX,13624,3250
5,AA,UT,201,36
5,AA,VA,1256,206
5,AA,VI,175,41
5,AA,WA,419,54
5,AA,WI,87,12
5,AS,AK,2641,191
5,AS,AZ,248,13
5,AS,CA,3071,273
5,AS,CO,155,11
5,AS,FL,126,22
5,AS,GA,31,8
5,AS,HI,660,50
5,AS,IL,179,18
5,AS,LA,30,8
5,AS,MA,145,9
5,AS,MD,31,3
5,AS,MI,31,5
5,AS,MN,62,4
5,AS,MO,62,8
5,AS,NJ,62,2
5,AS,NM,31,1
5,AS,NV,410,20
5,AS,OR,1100,110
5,AS,PA,31,3
5,AS,TX,216,47
5,AS,UT,184,12
5,AS,VA,155,11
5,AS,WA,4976,418
5,B6,AK,34,2
5,B6,AZ,62,25
5,B6,CA,2001,380
5,B6,CO,86,16
5,B6,CT,278,25
5,B6,FL,4835,796
5,B6,GA,93,16
5,B6,IL,237,64
5,B6,LA,122,32
5,B6,MA,3667,485
5,B6,MD,179,14
5,B6,ME,120,25
5,B6,MI,124,18
5,B6,NC,386,59
5,B6,NJ,535,47
5,B6,NM,28,5
5,B6,NV,425,82
5,B6,NY,5333,770
5,B6,OH,93,12
5,B6,OR,117,9
5,B6,PA,299,37
5,B6,PR,998,160
5,B6,RI,93,9
5,B6,SC,164,22
5,B6,TX,334,77
5,B6,UT,124,25
5,B6,VA,1260,146
5,B6,VI,97,11
5,B6,VT,91,18
5,B6,WA,178,28
5,DL,AK,246,23
5,DL,AL,471,47
5,DL,AR,204,12
5,DL,AZ,692,62
5,DL,CA,4037,520
5,DL,CO,674,82
5,DL,CT,395,37
5,DL,FL,6975,810
5,DL,GA,21206,3115
5,DL,HI,411,56
5,DL,IA,93,12
5,DL,ID,84,1
5,DL,IL,940,134
5,DL,IN,501,47
5,DL,KS,57,5
5,DL,KY,886,88
5,DL,LA,739,107
5,DL,MA,1442,227
5,DL,MD,619,88
5,DL,ME,79,10
5,DL,MI,5377,679
5,DL,MN,5241,566
5,DL,MO,986,96
5,DL,MS,277,39
5,DL,MT,206,2
5,DL,NC,1407,146
5,DL,ND,102,6
5,DL,NE,204,13
5,DL,NH,43,2
5,DL,NJ,465,56
5,DL,NM,124,8
5,DL,NV,1015,118
5,DL,NY,5307,838
5,DL,OH,727,65
5,DL,OK,231,29
5,DL,OR,416,20
5,DL,PA,1072,131
5,DL,PR,289,14
5,DL,RI,138,14
5,DL,SC,722,81
5,DL,SD,28,0
5,DL,TN,1010,116
5,DL,TX,1747,272
5,DL,UT,2896,290
5,DL,VA,1678,201
5,DL,VI,98,6
5,DL,WA,1382,139
5,DL,WI,699,63
5,DL,WV,30,1
5,DL,WY,4,0
5,EV,AL,1178,198
5,EV,AR,759,133
5,EV,AZ,74,15
5,EV,CO,715,121
5,EV,CT,124,15
5,EV,FL,855,161
5,EV,GA,5954,966
5,EV,IA,267,34
5,EV,IL,4673,725
5,EV,IN,438,65
5,EV,KS,225,45
5,EV,KY,876,127
5,EV,LA,2148,458
5,EV,MA,216,31
5,EV,MD,17,2
5,EV,ME,164,22
5,EV,MI,2671,371
5,EV,MN,824,169
5,EV,MO,801,130
5,EV,MS,774,151
5,EV,MT,2,0
5,EV,NC,1306,216
5,EV,ND,208,14
5,EV,NE,462,54
5,EV,NH,129,11
5,EV,NJ,2721,445
5,EV,NM,151,23
5,EV,NY,1716,281
5,EV,OH,1437,234
5,EV,OK,385,90
5,EV,PA,717,108
5,EV,RI,62,9
5,EV,SC,1042,154
5,EV,SD,194,35
5,EV,TN,1420,245
5,EV,TX,10002,2238
5,EV,VA,1269,195
5,EV,VT,149,24
5,EV,WI,852,103
5,EV,WV,195,35
5,F9,AZ,155,31
5,F9,CA,476,86
5,F9,CO,1955,301
5,F9,FL,867,185
5,F9,GA,545,145
5,F9,IA,31,4
5,F9,IL,496,128
5,F9,IN,58,18
5,F9,KY,250,65
5,F9,LA,62,26
5,F9,MI,80,12
5,F9,MN,204,43
5,F9,MO,97,8
5,F9,MT,25,2
5,F9,NC,173,39
5,F9,ND,13,0
5,F9,NE,18,3
5,F9,NJ,279,41
5,F9,NV,453,133
5,F9,NY,90,22
5,F9,OH,317,47
5,F9,OR,93,5
5,F9,PA,276,87
5,F9,SD,13,4
5,F9,TN,88,15
5,F9,TX,420,102
5,F9,UT,113,19
5,F9,VA,307,39
5,F9,WA,90,11
5,F9,WI,49,6
5,HA,AS,9,0
5,HA,AZ,31,1
5,HA,CA,393,24
5,HA,HI,5798,261
5,HA,NV,76,7
5,HA,NY,27,0
5,HA,OR,31,2
5,HA,WA,62,3
5,MQ,AL,296,53
5,MQ,AR,649,138
5,MQ,CO,162,24
5,MQ,FL,565,83
5,MQ,GA,160,38
5,MQ,IA,635,87
5,MQ,IL,6381,918
5,MQ,IN,511,61
5,MQ,KS,252,47
5,MQ,KY,654,89
5,MQ,LA,231,48
5,MQ,MD,61,9
5,MQ,MI,825,112
5,MQ,MN,138,18
5,MQ,MO,663,148
5,MQ,MS,159,27
5,MQ,NC,464,89
5,MQ,ND,172,15
5,MQ,NE,140,15
5,MQ,NM,222,36
5,MQ,NY,1872,342
5,MQ,OH,919,111
5,MQ,OK,423,91
5,MQ,PA,139,29
5,MQ,SC,73,12
5,MQ,SD,129,18
5,MQ,TN,782,123
5,MQ,TX,6082,1458
5,MQ,VA,208,37
5,MQ,WI,517,49
5,NK,AZ,58,19
5,NK,CA,724,219
5,NK,CO,392,128
5,NK,FL,1622,466
5,NK,GA,324,127
5,NK,IL,990,508
5,NK,LA,150,67
5,NK,MA,244,71
5,NK,MD,276,72
5,NK,MI,619,183
5,NK,MN,297,114
5,NK,MO,128,61
5,NK,NJ,341,92
5,NK,NV,840,306
5,NK,NY,376,86
5,NK,OH,239,61
5,NK,OR,87,33
5,NK,PA,252,69
5,NK,PR,78,15
5,NK,SC,397,85
5,NK,TX,1349,594
5,NK,VI,30,6
5,NK,WV,13,3
5,OO,AK,33,1
5,OO,AL,94,20
5,OO,AR,143,15
5,OO,AZ,2799,298
5,OO,CA,12576,2179
5,OO,CO,4969,793
5,OO,CT,101,15
5,OO,FL,76,25
5,OO,GA,375,52
5,OO,IA,350,50
5,OO,ID,1003,101
5,OO,IL,3511,623
5,OO,IN,685,80
5,OO,KS,280,47
5,OO,KY,504,86
5,OO,LA,13,2
5,OO,MA,33,6
5,OO,MI,1801,194
5,OO,MN,2565,212
5,OO,MO,370,63
5,OO,MT,847,31
5,OO,NC,123,20
5,OO,ND,1022,87
5,OO,NE,253,30
5,OO,NM,371,59
5,OO,NV,576,87
5,OO,NY,27,3
5,OO,OH,308,47
5,OO,OK,386,64
5,OO,OR,1292,217
5,OO,PA,79,14
5,OO,RI,5,0
5,OO,SC,84,25
5,OO,SD,419,44
5,OO,TN,375,53
5,OO,TX,3123,802
5,OO,UT,4356,362
5,OO,VA,237,51
5,OO,WA,1524,136
5,OO,WI,1065,126
5,OO,WY,492,40
5,UA,AK,93,38
5,UA,AZ,533,99
5,UA,CA,8513,1897
5,UA,CO,4086,948
5,UA,CT,50,8
5,UA,FL,2731,530
5,UA,GA,350,118
5,UA,GU,29,10
5,UA,HI,808,114
5,UA,IA,56,7
5,UA,ID,51,12
5,UA,IL,5749,1493
5,UA,IN,139,26
5,UA,KS,51,5
5,UA,KY,14,1
5,UA,LA,468,123
5,UA,MA,1126,236
5,UA,MD,298,51
5,UA,MI,92,9
5,UA,MN,345,91
5,UA,MO,99,28
5,UA,MT,60,10
5,UA,NC,135,44
5,UA,NE,154,29
5,UA,NJ,3977,942
5,UA,NV,1222,231
5,UA,NY,1243,209
5,UA,OH,690,82
5,UA,OK,76,16
5,UA,OR,477,62
5,UA,PA,659,119
5,UA,PR,160,26
5,UA,TX,6019,2025
5,UA,UT,81,11
5,UA,VA,2400,592
5,UA,VI,28,5
5,UA,WA,928,179
5,UA,WI,21,6
5,UA,WY,52,3
5,US,AK,30,5
5,US,AZ,4833,587
5,US,CA,2095,144
5,US,CO,403,35
5,US,CT,152,9
5,US,FL,2921,247
5,US,GA,509,55
5,US,HI,176,11
5,US,ID,64,6
5,US,IL,518,44
5,US,IN,144,5
5,US,KY,6,1
5,US,LA,229,28
5,US,MA,1474,163
5,US,MD,308,31
5,US,ME,31,0
5,US,MI,255,24
5,US,MN,346,32
5,US,MO,414,43
5,US,NC,7769,999
5,US,NE,61,4
5,US,NJ,368,30
5,US,NM,3,0
5,US,NV,618,31
5,US,NY,1540,212
5,US,OH,247,15
5,US,OR,201,12
5,US,PA,3815,594
5,US,PR,164,19
5,US,RI,108,11
5,US,TN,170,13
5,US,TX,1069,142
5,US,UT,213,11
5,US,VA,1815,239
5,US,VI,65,9
5,US,WA,333,27
5,US,WI,62,4
5,VX,CA,2691,577
5,VX,FL,103,17
5,VX,IL,149,24
5,VX,MA,160,32
5,VX,NJ,171,19
5,VX,NV,336,102
5,VX,NY,420,66
5,VX,OK,1,1
5,VX,OR,31,0
5,VX,TX,696,175
5,VX,VA,253,47
5,VX,WA,195,47
5,WN,AL,371,70
5,WN,AR,210,44
5,WN,AZ,5391,1313
5,WN,CA,17990,4313
5,WN,CO,5111,1165
5,WN,CT,595,73
5,WN,FL,9347,1563
5,WN,GA,3610,835
5,WN,IA,90,13
5,WN,ID,255,39
5,WN,IL,7070,1690
5,WN,IN,909,129
5,WN,KS,140,25
5,WN,KY,375,38
5,WN,LA,1650,378
5,WN,MA,832,173
5,WN,MD,6076,1346
5,WN,ME,86,14
5,WN,MI,905,120
5,WN,MN,620,76
5,WN,MO,4523,1003
5,WN,NC,1022,176
5,WN,NE,488,89
5,WN,NH,441,55
5,WN,NJ,499,80
5,WN,NM,1048,206
5,WN,NV,7035,1729
5,WN,NY,2526,393
5,WN,OH,1750,243
5,WN,OK,871,188
5,WN,OR,912,127
5,WN,PA,1524,208
5,WN,PR,277,25
5,WN,RI,573,66
5,WN,SC,335,79
5,WN,TN,2792,549
5,WN,TX,13220,3978
5,WN,UT,798,105
5,WN,VA,1861,331
5,WN,WA,1351,214
5,WN,WI,1247,166
6,AA,AK,27,8
6,AA,AR,12,0
6,AA,AZ,554,72
6,AA,CA,5032,762
6,AA,CO,614,135
6,AA,CT,92,14
6,AA,FL,6163,1530
6,AA,GA,479,77
6,AA,HI,478,75
6,AA,IA,59,8
6,AA,IL,4458,1338
6,AA,IN,178,27
6,AA,KY,26,7
6,AA,LA,241,35
6,AA,MA,975,144
6,AA,MD,265,59
6,AA,MI,227,36
6,AA,MN,319,56
6,AA,MO,750,149
6,AA,NC,676,162
6,AA,NE,95,15
6,AA,NJ,322,51
6,AA,NM,177,22
6,AA,NV,930,149
6,AA,NY,2460,453
6,AA,OH,353,54
6,AA,OK,342,50
6,AA,OR,194,42
6,AA,PA,498,100
6,AA,PR,386,57
6,AA,TN,327,62
6,AA,TX,13821,3454
6,AA,UT,196,32
6,AA,VA,1255,287
6,AA,VI,177,48
6,AA,WA,516,104
6,AA,WI,90,13
6,AA,WY,57,8
