MONTH,AIRLINE,STATE,total_voos,total_atrasados
8,OO,NE,245,31
8,OO,NM,363,60
8,OO,NV,409,109
8,OO,NY,41,11
8,OO,OH,308,50
8,OO,OK,405,48
8,OO,OR,1322,188
8,OO,PA,43,10
8,OO,RI,8,1
8,OO,SC,88,17
8,OO,SD,598,81
8,OO,TN,358,55
8,OO,TX,2774,571
8,OO,UT,4374,496
8,OO,VA,390,71
8,OO,WA,1737,344
8,OO,WI,1303,188
8,OO,WY,585,63
8,UA,AK,166,75
8,UA,AZ,357,65
8,UA,CA,8975,1952
8,UA,CO,4531,948
8,UA,CT,35,5
8,UA,FL,2136,511
8,UA,GA,313,64
8,UA,GU,31,10
8,UA,HI,943,176
8,UA,IA,68,12
8,UA,ID,52,3
8,UA,IL,5876,1624
8,UA,IN,101,14
8,UA,KS,42,5
8,UA,LA,300,37
8,UA,MA,1189,287
8,UA,MD,328,59
8,UA,MI,226,44
8,UA,MN,376,58
8,UA,MO,120,23
8,UA,MT,167,27
8,UA,NC,215,52
8,UA,NE,121,29
8,UA,NJ,3944,1269
8,UA,NM,66,18
8,UA,NV,1156,176
8,UA,NY,1372,224
8,UA,OH,627,105
8,UA,OK,96,9
8,UA,OR,579,72
8,UA,PA,669,108
8,UA,PR,211,67
8,UA,RI,28,4
8,UA,TN,76,12
8,UA,TX,6002,1470
8,UA,UT,124,19
8,UA,VA,2217,454
8,UA,VI,22,7
8,UA,VT,13,1
8,UA,WA,974,229
8,UA,WI,79,14
8,UA,WY,149,21
8,VX,CA,3029,621
8,VX,FL,93,18
8,VX,IL,153,21
8,VX,MA,192,20
8,VX,NJ,182,23
8,VX,NV,392,80
8,VX,NY,449,35
8,VX,OR,42,3
8,VX,TX,673,116
8,VX,VA,263,28
8,VX,WA,196,52
8,WN,AL,381,50
8,WN,AR,233,28
8,WN,AZ,5261,1227
8,WN,CA,18351,3809
8,WN,CO,5380,1163
8,WN,CT,496,95
8,WN,FL,7713,1785
8,WN,GA,3693,942
8,WN,IA,90,6
8,WN,ID,278,43
8,WN,IL,7435,1799
8,WN,IN,890,163
8,WN,KS,141,14
8,WN,KY,399,54
8,WN,LA,1567,229
8,WN,MA,1053,209
8,WN,MD,5959,1678
8,WN,ME,118,28
8,WN,MI,846,143
8,WN,MN,720,100
8,WN,MO,4534,747
8,WN,NC,1030,175
8,WN,NE,490,69
8,WN,NH,415,71
8,WN,NJ,508,99
8,WN,NM,1027,202
8,WN,NV,7048,1718
8,WN,NY,2373,463
8,WN,OH,1806,255
8,WN,OK,934,119
8,WN,OR,1163,180
8,WN,PA,1510,267
8,WN,PR,232,26
8,WN,RI,535,93
8,WN,SC,366,51
8,WN,TN,2846,512
8,WN,TX,13958,2665
8,WN,UT,849,150
8,WN,VA,1823,283
8,WN,WA,1563,382
8,WN,WI,1109,195
9,AA,AK,60,11
9,AA,AZ,4739,512
9,AA,CA,6718,686
9,AA,CO,961,105
9,AA,CT,243,22
9,AA,FL,8020,1398
9,AA,GA,911,65
9,AA,HI,452,40
9,AA,IA,73,2
9,AA,ID,63,7
9,AA,IL,4729,750
9,AA,IN,329,25
9,AA,KY,26,3
9,AA,LA,451,34
9,AA,MA,2447,248
9,AA,MD,513,59
9,AA,ME,57,4
9,AA,MI,503,36
9,AA,MN,669,63
9,AA,MO,1030,104
9,AA,NC,8460,1113
9,AA,NE,136,19
9,AA,NJ,637,72
9,AA,NM,183,11
9,AA,NV,1429,123
9,AA,NY,3948,438
9,AA,OH,534,41
9,AA,OK,340,28
9,AA,OR,374,28
9,AA,PA,4243,480
9,AA,PR,374,34
9,AA,RI,215,17
9,AA,SC,45,3
9,AA,TN,482,46
9,AA,TX,14126,1837
9,AA,UT,344,32
9,AA,VA,3061,362
9,AA,VI,94,17
9,AA,WA,814,92
9,AA,WI,136,14
9,AA,WY,57,3
9,AS,AK,2567,275
9,AS,AZ,206,15
9,AS,CA,3120,249
9,AS,CO,144,9
9,AS,FL,118,17
9,AS,GA,60,6
9,AS,HI,566,47
9,AS,IL,179,15
9,AS,LA,30,1
9,AS,MA,120,14
9,AS,MD,50,6
9,AS,MI,31,4
9,AS,MN,60,4
9,AS,MO,68,8
9,AS,NJ,61,5
9,AS,NM,30,0
9,AS,NV,314,23
9,AS,NY,14,0
9,AS,OR,1170,91
9,AS,PA,30,3
9,AS,TN,8,0
9,AS,TX,231,7
9,AS,UT,187,8
9,AS,VA,150,13
9,AS,WA,4731,394
9,B6,AK,43,12
9,B6,AZ,60,15
9,B6,CA,1897,314
9,B6,CO,91,18
9,B6,CT,239,28
9,B6,FL,4340,1049
9,B6,GA,90,19
9,B6,IL,215,42
9,B6,LA,90,20
9,B6,MA,3473,454
9,B6,MD,162,15
9,B6,ME,114,21
9,B6,MI,117,10
9,B6,NC,363,75
9,B6,NJ,528,70
9,B6,NM,26,8
9,B6,NV,422,83
9,B6,NY,5090,811
9,B6,OH,87,10
9,B6,OR,117,21
9,B6,PA,285,33
9,B6,PR,914,162
9,B6,RI,81,13
9,B6,SC,156,30
9,B6,TX,298,52
9,B6,UT,120,40
9,B6,VA,1215,144
9,B6,VI,91,7
9,B6,VT,113,19
9,B6,WA,206,69
9,DL,AK,206,19
9,DL,AL,512,29
9,DL,AR,225,8
9,DL,AZ,608,34
9,DL,CA,4684,508
9,DL,CO,698,57
9,DL,CT,406,26
9,DL,FL,5670,556
9,DL,GA,20497,1801
9,DL,HI,325,34
9,DL,IA,97,13
9,DL,ID,30,1
9,DL,IL,887,114
9,DL,IN,398,30
9,DL,KS,85,4
9,DL,KY,792,46
9,DL,LA,665,45
9,DL,MA,1131,107
9,DL,MD,605,57
9,DL,ME,117,10
9,DL,MI,4892,495
9,DL,MN,5282,501
9,DL,MO,1023,74
9,DL,MS,304,17
9,DL,MT,290,14
9,DL,NC,1292,93
9,DL,ND,122,10
9,DL,NE,195,14
9,DL,NH,50,1
9,DL,NJ,513,40
9,DL,NM,137,7
9,DL,NV,1094,69
9,DL,NY,4623,542
9,DL,OH,723,61
9,DL,OK,271,14
9,DL,OR,508,35
9,DL,PA,1124,108
9,DL,PR,233,16
9,DL,RI,147,9
9,DL,SC,776,45
9,DL,SD,88,5
9,DL,TN,999,66
9,DL,TX,1589,104
9,DL,UT,3013,188
9,DL,VA,1617,162
9,DL,VI,42,2
9,DL,VT,1,0
9,DL,WA,1517,160
9,DL,WI,834,67
9,DL,WV,30,2
9,DL,WY,90,3
9,EV,AL,1102,120
9,EV,AR,757,70
9,EV,AZ,23,3
9,EV,CO,38,4
9,EV,CT,79,9
9,EV,FL,1003,119
9,EV,GA,5539,804
9,EV,IA,241,27
9,EV,IL,4452,507
9,EV,IN,493,54
9,EV,KS,203,21
9,EV,KY,659,74
9,EV,LA,1877,174
9,EV,MA,215,31
9,EV,MD,41,8
9,EV,ME,120,9
9,EV,MI,2148,284
9,EV,MN,426,73
9,EV,MO,629,65
9,EV,MS,760,47
9,EV,NC,1325,164
9,EV,ND,153,23
9,EV,NE,397,38
9,EV,NH,162,28
9,EV,NJ,2623,332
9,EV,NM,82,9
9,EV,NY,1648,240
9,EV,OH,1323,148
9,EV,OK,527,34
9,EV,PA,461,55
9,EV,RI,54,5
9,EV,SC,801,88
9,EV,SD,127,14
9,EV,TN,1555,155
9,EV,TX,8956,717
9,EV,VA,1332,166
9,EV,VT,202,16
9,EV,WI,744,78
9,EV,WV,178,33
9,F9,AZ,141,15
9,F9,CA,467,42
9,F9,CO,1972,153
9,F9,FL,821,130
9,F9,GA,540,110
9,F9,IA,30,1
9,F9,IL,422,72
9,F9,IN,90,12
9,F9,KY,253,32
9,F9,LA,60,11
9,F9,MI,77,6
9,F9,MN,180,14
9,F9,MO,88,6
9,F9,MT,29,1
9,F9,NC,173,30
9,F9,ND,13,2
9,F9,NE,17,3
9,F9,NJ,266,56
9,F9,NV,436,51
9,F9,NY,90,18
9,F9,OH,288,35
9,F9,OR,90,4
9,F9,PA,268,71
9,F9,SD,13,1
9,F9,TN,85,9
9,F9,TX,417,64
9,F9,UT,93,9
9,F9,VA,289,32
9,F9,WA,97,12
9,F9,WI,47,2
9,HA,AS,8,3
9,HA,AZ,30,1
9,HA,CA,373,38
9,HA,HI,5529,604
9,HA,NV,73,3
9,HA,NY,27,0
9,HA,OR,30,5
9,HA,WA,60,7
9,MQ,AL,265,30
9,MQ,AR,666,94
9,MQ,CO,183,20
9,MQ,CT,54,7
9,MQ,FL,509,65
9,MQ,GA,124,15
9,MQ,IA,538,66
9,MQ,IL,6174,913
9,MQ,IN,493,46
9,MQ,KS,234,9
9,MQ,KY,514,54
9,MQ,LA,247,24
9,MQ,MD,128,25
9,MQ,MI,674,75
9,MQ,MN,112,10
9,MQ,MO,456,40
9,MQ,MS,78,12
9,MQ,NC,155,25
9,MQ,ND,174,20
9,MQ,NE,132,16
9,MQ,NJ,54,12
9,MQ,NM,197,20
9,MQ,NY,1201,219
9,MQ,OH,701,119
9,MQ,OK,379,46
9,MQ,PA,133,22
9,MQ,SC,26,1
9,MQ,SD,62,8
9,MQ,TN,519,78
9,MQ,TX,4928,532
9,MQ,VA,277,46
9,MQ,WI,447,46
9,NK,AZ,54,4
9,NK,CA,801,129
9,NK,CO,320,38
9,NK,FL,1631,336
9,NK,GA,577,223
9,NK,IL,945,233
9,NK,LA,150,16
9,NK,MA,238,57
9,NK,MD,314,75
9,NK,MI,606,116
9,NK,MN,299,65
9,NK,MO,131,22
9,NK,NJ,267,39
9,NK,NV,889,137
9,NK,NY,362,60
9,NK,OH,254,41
9,NK,OR,68,10
9,NK,PA,266,43
9,NK,PR,53,9
9,NK,SC,342,70
9,NK,TX,1295,218
9,NK,VI,15,6
9,NK,WV,3,0
9,OO,AK,41,9
9,OO,AL,91,7
9,OO,AR,225,30
9,OO,AZ,2223,247
9,OO,CA,11348,1628
9,OO,CO,5007,565
9,OO,CT,30,5
9,OO,FL,63,15
9,OO,GA,389,36
9,OO,IA,218,30
9,OO,ID,1160,107
9,OO,IL,3875,592
9,OO,IN,712,85
9,OO,KS,255,25
9,OO,KY,571,92
9,OO,LA,151,23
9,OO,MA,19,2
9,OO,MI,1723,209
9,OO,MN,2700,299
9,OO,MO,330,31
9,OO,MT,1119,64
9,OO,NC,234,25
9,OO,ND,919,81
9,OO,NE,315,35
9,OO,NM,274,19
9,OO,NV,336,53
9,OO,NY,45,7
9,OO,OH,247,31
9,OO,OK,409,45
9,OO,OR,1271,116
9,OO,PA,31,7
9,OO,RI,2,0
9,OO,SC,62,6
9,OO,SD,462,36
9,OO,TN,361,43
9,OO,TX,2481,308
9,OO,UT,3921,290
9,OO,VA,330,49
9,OO,WA,1666,150
9,OO,WI,1209,120
9,OO,WY,448,22
9,UA,AK,80,21
9,UA,AZ,449,37
9,UA,CA,8103,1104
9,UA,CO,4208,544
9,UA,CT,44,4
9,UA,FL,1886,235
9,UA,GA,325,55
9,UA,GU,30,6
9,UA,HI,738,78
9,UA,IA,55,9
9,UA,ID,52,9
9,UA,IL,5604,1013
9,UA,IN,116,13
9,UA,KS,27,5
9,UA,LA,347,18
9,UA,MA,1102,157
9,UA,MD,296,47
9,UA,MI,186,29
9,UA,MN,330,52
9,UA,MO,169,34
9,UA,MT,120,14
9,UA,NC,236,27
9,UA,NE,122,26
9,UA,NJ,3584,598
9,UA,NM,99,10
9,UA,NV,1157,119
9,UA,NY,1259,165
9,UA,OH,580,48
9,UA,OK,132,14
9,UA,OR,511,38
9,UA,PA,632,88
9,UA,PR,122,14
9,UA,RI,30,5
9,UA,SC,1,0
9,UA,TN,97,16
9,UA,TX,5539,737
9,UA,UT,129,22
9,UA,VA,2098,312
9,UA,VI,2,0
9,UA,VT,30,5
9,UA,WA,853,116
9,UA,WI,88,6
9,UA,WY,104,14
9,VX,CA,2694,282
9,VX,FL,89,11
9,VX,IL,140,24
9,VX,MA,143,11
9,VX,NJ,166,8
9,VX,NV,322,42
9,VX,NY,426,37
9,VX,OR,30,0
9,VX,TX,689,73
9,VX,VA,257,29
9,VX,WA,187,37
9,WN,AL,363,35
9,WN,AR,234,25
9,WN,AZ,4915,554
9,WN,CA,17406,2315
9,WN,CO,5032,624
9,WN,CT,465,62
9,WN,FL,6661,891
9,WN,GA,3464,485
9,WN,IA,86,11
9,WN,ID,255,27
9,WN,IL,6970,1112
9,WN,IN,797,68
9,WN,KS,138,15
9,WN,KY,369,43
9,WN,LA,1468,111
9,WN,MA,963,131
9,WN,MD,5579,1075
9,WN,ME,98,14
9,WN,MI,784,97
9,WN,MN,690,82
9,WN,MO,4242,427
9,WN,NC,957,88
9,WN,NE,454,47
9,WN,NH,395,45
9,WN,NJ,501,74
9,WN,NM,959,95
9,WN,NV,6676,873
9,WN,NY,2237,267
9,WN,OH,1662,164
9,WN,OK,904,79
9,WN,OR,1081,102
9,WN,PA,1380,128
9,WN,PR,181,24
9,WN,RI,517,48
9,WN,SC,354,50
9,WN,TN,2658,288
9,WN,TX,13398,1373
9,WN,UT,813,93
9,WN,VA,1767,208
9,WN,WA,1393,227
9,WN,WI,995,106
11,AA,AK,30,5
11,AA,AR,2,0
11,AA,AZ,5032,652
11,AA,CA,6708,783
11,AA,CO,839,140
11,AA,CT,245,14
11,AA,FL,8616,1172
11,AA,GA,925,113
11,AA,HI,476,30
11,AA,IA,115,16
11,AA,ID,64,4
11,AA,IL,4913,909
11,AA,IN,388,41
11,AA,KY,27,6
11,AA,LA,468,52
11,AA,MA,2338,224
11,AA,MD,494,43
11,AA,ME,30,1
11,AA,MI,507,58
11,AA,MN,687,80
11,AA,MO,1095,125
11,AA,NC,8749,896
11,AA,NE,148,12
11,AA,NJ,645,75
11,AA,NM,153,18
11,AA,NV,1373,122
11,AA,NY,3739,440
11,AA,OH,498,52
11,AA,OK,327,38
11,AA,OR,315,40
11,AA,PA,4100,438
11,AA,PR,498,56
11,AA,RI,190,5
11,AA,SC,60,4
11,AA,TN,584,64
11,AA,TX,13725,2693
11,AA,UT,278,33
11,AA,VA,2967,353
11,AA,VI,181,30
11,AA,WA,649,83
11,AA,WI,141,14
11,AS,AK,2291,313
11,AS,AZ,250,26
11,AS,CA,2990,254
11,AS,CO,114,16
11,AS,FL,121,26
11,AS,GA,59,3
11,AS,HI,758,53
11,AS,IL,145,25
11,AS,LA,30,5
11,AS,MA,117,12
11,AS,MD,60,8
11,AS,MI,30,5
11,AS,MN,57,7
11,AS,MO,59,9
11,AS,NC,30,3
11,AS,NJ,60,10
11,AS,NM,30,3
11,AS,NV,351,37
11,AS,NY,30,1
11,AS,OR,1206,79
11,AS,PA,30,6
11,AS,SC,9,1
11,AS,TN,30,7
11,AS,TX,179,34
11,AS,UT,173,8
11,AS,VA,147,20
11,AS,WA,4548,496
11,B6,AZ,57,17
11,B6,CA,1889,343
11,B6,CO,78,16
11,B6,CT,311,42
11,B6,FL,5212,959
11,B6,GA,90,11
11,B6,IL,163,38
11,B6,LA,100,16
11,B6,MA,3316,361
11,B6,MD,184,11
11,B6,ME,89,8
11,B6,MI,116,11
11,B6,NC,335,50
11,B6,NJ,559,120
11,B6,NM,21,7
11,B6,NV,382,98
11,B6,NY,5019,779
11,B6,OH,85,7
11,B6,OR,85,13
11,B6,PA,282,35
11,B6,PR,1020,165
11,B6,RI,90,8
11,B6,SC,172,24
11,B6,TX,297,81
11,B6,UT,119,24
11,B6,VA,1181,131
11,B6,VI,106,18
11,B6,VT,89,6
11,B6,WA,138,39
11,DL,AK,110,16
11,DL,AL,491,40
11,DL,AR,227,13
11,DL,AZ,726,58
11,DL,CA,4923,774
11,DL,CO,655,90
11,DL,CT,395,26
11,DL,FL,6182,548
11,DL,GA,20553,2179
11,DL,HI,362,33
11,DL,IA,85,6
11,DL,ID,51,3
11,DL,IL,879,147
11,DL,IN,388,51
11,DL,KS,88,11
11,DL,KY,904,59
11,DL,LA,747,90
11,DL,MA,1150,104
11,DL,MD,590,47
11,DL,ME,30,3
11,DL,MI,5032,502
11,DL,MN,4771,518
11,DL,MO,1034,90
11,DL,MS,308,22
11,DL,MT,171,4
11,DL,NC,1416,119
11,DL,ND,105,8
11,DL,NE,195,11
11,DL,NH,60,5
11,DL,NJ,449,63
11,DL,NM,143,14
11,DL,NV,1095,94
11,DL,NY,4685,507
11,DL,OH,721,51
11,DL,OK,303,21
11,DL,OR,504,48
11,DL,PA,1033,107
11,DL,PR,256,18
11,DL,RI,165,9
11,DL,SC,691,30
11,DL,SD,110,7
11,DL,TN,1126,92
11,DL,TX,1569,165
11,DL,UT,2892,258
11,DL,VA,1545,143
11,DL,VI,57,5
11,DL,WA,1369,192
11,DL,WI,843,46
11,DL,WV,30,1
11,EV,AL,982,152
11,EV,AR,629,88
11,EV,AZ,14,3
11,EV,CO,30,2
11,EV,CT,69,10
11,EV,FL,938,114
11,EV,GA,5114,915
11,EV,IA,250,33
11,EV,IL,3912,523
11,EV,IN,593,90
11,EV,KS,200,30
11,EV,KY,646,111
11,EV,LA,1864,236
11,EV,MA,202,23
11,EV,MD,65,13
11,EV,ME,173,16
11,EV,MI,2420,303
11,EV,MN,317,55
11,EV,MO,630,95
11,EV,MS,720,88
11,EV,NC,964,171
11,EV,ND,122,20
11,EV,NE,373,42
11,EV,NH,120,22
11,EV,NJ,2885,540
11,EV,NM,88,13
11,EV,NY,2068,396
11,EV,OH,1387,192
11,EV,OK,468,62
11,EV,PA,603,69
11,EV,RI,78,15
11,EV,SC,961,136
11,EV,SD,72,14
11,EV,TN,1270,206
11,EV,TX,8450,1076
11,EV,UT,3,0
11,EV,VA,1163,235
11,EV,VT,108,25
11,EV,WI,695,88
11,EV,WV,143,15
11,F9,AZ,135,31
11,F9,CA,493,111
11,F9,CO,1914,423
11,F9,FL,1140,211
11,F9,GA,422,129
11,F9,IA,30,6
11,F9,IL,478,139
11,F9,IN,90,11
11,F9,KY,150,6
11,F9,LA,60,13
11,F9,MI,79,10
11,F9,MN,110,19
11,F9,MO,119,14
11,F9,MT,30,4
11,F9,NC,133,17
11,F9,ND,13,1
11,F9,NE,17,2
11,F9,NJ,264,37
11,F9,NV,520,85
11,F9,NY,57,19
11,F9,OH,212,33
11,F9,OR,87,11
11,F9,PA,312,87
11,F9,SD,13,3
11,F9,TN,69,14
11,F9,TX,370,91
11,F9,UT,115,18
11,F9,VA,150,30
11,F9,WA,68,16
11,F9,WI,77,10
11,HA,AS,9,2
11,HA,AZ,30,2
11,HA,CA,358,21
11,HA,HI,5433,214
11,HA,NV,73,6
11,HA,NY,26,0
11,HA,OR,30,1
11,HA,WA,60,4
11,MQ,AL,248,33
11,MQ,AR,549,100
11,MQ,CO,169,14
11,MQ,CT,51,7
11,MQ,FL,546,83
11,MQ,GA,23,8
11,MQ,IA,510,65
11,MQ,IL,6235,863
11,MQ,IN,487,55
11,MQ,KS,201,17
11,MQ,KY,519,50
11,MQ,LA,279,18
11,MQ,MD,137,26
11,MQ,MI,563,62
11,MQ,MN,110,14
11,MQ,MO,534,83
11,MQ,MS,83,12
11,MQ,NC,72,6
11,MQ,ND,170,19
11,MQ,NE,125,15
11,MQ,NJ,78,18
11,MQ,NM,180,29
11,MQ,NY,722,120
11,MQ,OH,694,101
11,MQ,OK,265,44
11,MQ,PA,187,28
11,MQ,SC,22,2
11,MQ,SD,111,17
11,MQ,TN,415,58
11,MQ,TX,4472,479
11,MQ,UT,37,7
11,MQ,VA,189,46
11,MQ,WI,417,38
11,NK,AZ,88,32
11,NK,CA,831,185
11,NK,CO,296,60
11,NK,FL,2115,367
11,NK,GA,600,176
11,NK,IL,872,206
11,NK,LA,168,21
11,NK,MA,202,39
11,NK,MD,282,54
11,NK,MI,657,120
11,NK,MN,315,61
11,NK,MO,129,24
11,NK,NJ,277,30
11,NK,NV,861,168
11,NK,NY,373,69
11,NK,OH,247,28
11,NK,OR,40,8
11,NK,PA,224,31
11,NK,PR,43,8
11,NK,SC,209,34
11,NK,TX,1208,267
11,NK,VI,22,5
11,OO,AK,24,6
11,OO,AL,237,41
11,OO,AR,301,54
11,OO,AZ,2133,209
11,OO,CA,9727,1180
11,OO,CO,4466,781
11,OO,CT,46,6
11,OO,FL,64,6
11,OO,GA,483,77
11,OO,IA,255,43
11,OO,ID,1152,121
11,OO,IL,3590,677
11,OO,IN,596,86
11,OO,KS,264,57
11,OO,KY,590,94
11,OO,LA,94,16
11,OO,MA,4,1
11,OO,MI,1781,206
11,OO,MN,3102,440
11,OO,MO,397,52
11,OO,MT,797,58
11,OO,NC,231,32
11,OO,ND,1050,136
11,OO,NE,359,63
11,OO,NM,226,27
11,OO,NV,368,46
11,OO,NY,100,14
11,OO,OH,376,64
11,OO,OK,440,96
11,OO,OR,1212,148
11,OO,PA,51,8
11,OO,RI,6,2
11,OO,SC,62,12
11,OO,SD,431,69
11,OO,TN,503,82
11,OO,TX,3086,559
11,OO,UT,4091,372
11,OO,VA,367,70
11,OO,WA,1847,248
11,OO,WI,1168,176
11,OO,WV,36,9
11,OO,WY,472,45
11,UA,AK,59,8
11,UA,AZ,601,89
11,UA,CA,7795,1165
11,UA,CO,4377,791
11,UA,CT,76,10
11,UA,FL,2772,360
11,UA,GA,323,64
11,UA,GU,30,3
11,UA,HI,763,121
11,UA,IA,53,11
11,UA,ID,47,7
11,UA,IL,5536,1168
11,UA,IN,137,16
11,UA,KS,50,11
11,UA,LA,500,74
11,UA,MA,1050,135
11,UA,MD,286,27
11,UA,MI,146,22
11,UA,MN,286,36
11,UA,MO,119,18
11,UA,MT,125,13
11,UA,NC,236,38
11,UA,NE,83,15
11,UA,NJ,3865,827
11,UA,NM,44,7
11,UA,NV,1021,133
11,UA,NY,829,116
11,UA,OH,600,83
11,UA,OK,103,18
11,UA,OR,521,60
11,UA,PA,595,90
11,UA,PR,182,48
11,UA,RI,4,0
11,UA,SC,1,0
11,UA,SD,4,0
11,UA,TN,109,16
11,UA,TX,5912,1209
11,UA,UT,151,27
11,UA,VA,2102,236
11,UA,VI,16,5
11,UA,VT,32,2
11,UA,WA,719,95
11,UA,WI,77,17
11,UA,WY,3,0
11,VX,CA,2801,412
11,VX,FL,173,19
11,VX,HI,29,1
11,VX,IL,138,32
11,VX,MA,117,7
11,VX,NJ,167,19
11,VX,NV,323,64
11,VX,NY,459,40
11,VX,OR,29,1
11,VX,TX,675,104
11,VX,VA,257,18
11,VX,WA,189,32
11,WN,AL,359,42
11,WN,AR,203,31
11,WN,AZ,5042,968
11,WN,CA,17788,3502
11,WN,CO,4996,961
11,WN,CT,552,55
11,WN,FL,8668,1057
11,WN,GA,3467,602
11,WN,IA,85,7
11,WN,ID,259,36
11,WN,IL,6448,1089
11,WN,IN,981,103
11,WN,KS,138,21
11,WN,KY,338,46
11,WN,LA,1518,164
11,WN,MA,981,160
11,WN,MD,5757,1037
11,WN,ME,88,12
11,WN,MI,852,98
11,WN,MN,610,83
11,WN,MO,4216,646
11,WN,NC,1094,141
11,WN,NE,459,58
11,WN,NH,378,43
11,WN,NJ,474,89
11,WN,NM,947,178
11,WN,NV,6539,1336
11,WN,NY,2300,366
11,WN,OH,1671,161
11,WN,OK,889,158
11,WN,OR,1078,159
11,WN,PA,1585,216
11,WN,PR,322,22
11,WN,RI,531,41
11,WN,SC,351,58
11,WN,TN,2678,385
11,WN,TX,13503,2671
11,WN,UT,765,133
11,WN,VA,1763,251
11,WN,WA,1300,249
11,WN,WI,1102,103
12,AA,AK,30,5
12,AA,AZ,5422,893
12,AA,CA,7072,1193
12,AA,CO,1071,200
12,AA,CT,244,30
12,AA,FL,9466,1831
12,AA,GA,921,112
12,AA,HI,559,69
12,AA,IA,104,16
12,AA,ID,62,7
12,AA,IL,4790,940
12,AA,IN,380,56
12,AA,KY,28,6
12,AA,LA,449,55
12,AA,MA,2168,262
12,AA,MD,532,60
12,AA,ME,29,0
12,AA,MI,539,64
12,AA,MN,614,82
12,AA,MO,1067,129
12,AA,NC,8866,1603
12,AA,NE,135,5
12,AA,NJ,657,122
12,AA,NM,133,16
12,AA,NV,1363,180
12,AA,NY,3812,545
12,AA,OH,453,56
12,AA,OK,305,41
12,AA,OR,319,37
12,AA,PA,4057,719
12,AA,PR,575,98
12,AA,RI,189,16
12,AA,SC,36,3
12,AA,TN,536,62
12,AA,TX,13811,2405
12,AA,UT,380,61
12,AA,VA,2954,471
12,AA,VI,223,36
12,AA,WA,743,104
12,AA,WI,134,16
12,AA,WY,56,18
12,AS,AK,2344,221
12,AS,AZ,245,16
12,AS,CA,3055,326
12,AS,CO,121,15
12,AS,FL,118,21
12,AS,GA,59,13
12,AS,HI,790,58
12,AS,IL,146,24
12,AS,LA,31,2
12,AS,MA,115,14
12,AS,MD,61,8
12,AS,MI,31,3
12,AS,MN,46,8
12,AS,MO,62,14
12,AS,NC,31,5
12,AS,NJ,62,10
12,AS,NM,31,0
12,AS,NV,379,16
12,AS,NY,31,6
12,AS,OR,1233,133
12,AS,PA,31,11
12,AS,SC,17,1
12,AS,TN,30,6
12,AS,TX,199,31
12,AS,UT,182,18
12,AS,VA,155,23
12,AS,WA,4761,577
12,B6,AZ,60,23
12,B6,CA,1932,605
12,B6,CO,85,23
12,B6,CT,341,79
12,B6,FL,6006,1897
12,B6,GA,93,30
12,B6,IL,154,50
12,B6,LA,105,35
12,B6,MA,3419,764
12,B6,MD,206,29
12,B6,ME,79,18
12,B6,MI,118,17
12,B6,NC,321,90
12,B6,NJ,618,214
12,B6,NM,27,12
12,B6,NV,392,149
12,B6,NY,5377,1583
12,B6,OH,85,10
12,B6,OR,91,14
12,B6,PA,287,72
12,B6,PR,1205,388
12,B6,RI,93,26
12,B6,SC,174,49
12,B6,TX,308,83
12,B6,UT,124,50
12,B6,VA,1211,248
12,B6,VI,124,43
12,B6,VT,91,17
12,B6,WA,151,58
12,DL,AK,147,22
12,DL,AL,389,53
12,DL,AR,204,20
12,DL,AZ,760,105
12,DL,CA,4771,1171
12,DL,CO,732,153
12,DL,CT,343,42
12,DL,FL,7108,1160
12,DL,GA,19525,3255
12,DL,HI,449,48
12,DL,IA,52,1
12,DL,ID,57,8
12,DL,IL,747,141
12,DL,IN,412,72
12,DL,KS,85,14
12,DL,KY,811,95
12,DL,LA,689,112
12,DL,MA,1060,181
12,DL,MD,535,77
12,DL,ME,40,5
12,DL,MI,4703,673
12,DL,MN,4723,669
12,DL,MO,867,132
12,DL,MS,231,25
12,DL,MT,174,23
12,DL,NC,1180,170
12,DL,ND,103,15
12,DL,NE,180,21
12,DL,NH,29,2
12,DL,NJ,417,80
12,DL,NM,127,26
12,DL,NV,1066,130
12,DL,NY,5161,994
12,DL,OH,667,95
12,DL,OK,255,20
12,DL,OR,536,80
12,DL,PA,971,176
12,DL,PR,293,35
12,DL,RI,138,18
12,DL,SC,546,59
12,DL,SD,84,9
12,DL,TN,924,104
12,DL,TX,1501,267
12,DL,UT,2909,438
12,DL,VA,1423,205
12,DL,VI,90,18
12,DL,WA,1416,247
12,DL,WI,740,85
12,DL,WV,18,0
12,DL,WY,66,16
12,EV,AL,1076,196
12,EV,AR,634,96
12,EV,AZ,29,8
12,EV,CO,37,7
12,EV,CT,77,16
12,EV,FL,1124,208
12,EV,GA,5920,1283
12,EV,IA,249,38
12,EV,IL,4089,694
12,EV,IN,544,99
12,EV,KS,188,28
12,EV,KY,594,107
12,EV,LA,1822,266
12,EV,MA,150,17
12,EV,MD,59,12
12,EV,ME,194,43
12,EV,MI,2043,319
12,EV,MN,509,120
12,EV,MO,622,129
12,EV,MS,754,107
12,EV,NC,1044,212
12,EV,ND,152,35
12,EV,NE,400,92
12,EV,NH,125,16
12,EV,NJ,2924,634
12,EV,NM,92,15
12,EV,NY,1626,288
12,EV,OH,1278,198
12,EV,OK,493,69
12,EV,PA,504,67
12,EV,RI,109,21
12,EV,SC,920,168
12,EV,SD,95,23
12,EV,TN,1292,230
